Year,Month,Location,Category,Ideal Cost,Actual Cost,Variance
2020,October,Panaji,Bakery,1.07,1.1,0.03
2020,October,Panaji,Beverages,1.86,1.88,0.02
2020,October,Panaji,Fruits,1.98,1.97,-0.01
2020,October,Panaji,Groceries,10.66,11.96,1.3
2020,October,Panaji,Milk Products,2.85,2.84,-0.01
2020,October,Panaji,Ready to eat,1.8,1.87,0.07
2020,October,Panaji,Spices,5.22,5.62,0.4
2020,October,Panaji,Vegetables,2.6,2.7,0.1
2020,October,Khorlim,Bakery,1.17,1.05,-0.12
2020,October,Khorlim,Beverages,1.75,1.92,0.17
2020,October,Khorlim,Fruits,1.76,1.74,-0.02
2020,October,Khorlim,Groceries,11.71,10.43,-1.28
2020,October,Khorlim,Milk Products,2.8,2.84,0.04
2020,October,Khorlim,Ready to eat,1.96,1.77,-0.19
2020,October,Khorlim,Spices,5.67,5.71,0.04
2020,October,Khorlim,Vegetables,2.78,2.83,0.05
2020,October,KTC,Bakery,1.14,1.14,0
2020,October,KTC,Beverages,1.76,1.8,0.04
2020,October,KTC,Fruits,1.75,1.78,0.03
2020,October,KTC,Groceries,11.28,10.55,-0.73
2020,October,KTC,Milk Products,2.71,2.62,-0.09
2020,October,KTC,Ready to eat,1.85,1.95,0.1
2020,October,KTC,Spices,5.96,5.68,-0.28
2020,October,KTC,Vegetables,2.97,2.64,-0.33
2020,October,Margao,Bakery,1.1,1.04,-0.06
2020,October,Margao,Beverages,1.99,1.88,-0.11
2020,October,Margao,Fruits,1.86,1.95,0.09
2020,October,Margao,Groceries,10.62,10.5,-0.12
2020,October,Margao,Milk Products,2.62,2.73,0.11
2020,October,Margao,Ready to eat,1.84,1.82,-0.02
2020,October,Margao,Spices,5.61,5.94,0.33
2020,October,Margao,Vegetables,2.88,2.91,0.03
2020,October,Siolim,Bakery,1.13,1.07,-0.06
2020,October,Siolim,Beverages,1.97,1.78,-0.19
2020,October,Siolim,Fruits,1.79,1.9,0.11
2020,October,Siolim,Groceries,10.85,10.62,-0.23
2020,October,Siolim,Milk Products,2.83,2.65,-0.18
2020,October,Siolim,Ready to eat,1.97,1.79,-0.18
2020,October,Siolim,Spices,5.36,5.82,0.46
2020,October,Siolim,Vegetables,2.99,2.63,-0.36
2020,October,Baga,Bakery,1.17,1.04,-0.13
2020,October,Baga,Beverages,1.93,1.88,-0.05
2020,October,Baga,Fruits,1.95,1.91,-0.04
2020,October,Baga,Groceries,11.27,11.17,-0.1
2020,October,Baga,Milk Products,2.86,2.66,-0.2
2020,October,Baga,Ready to eat,1.99,1.88,-0.11
2020,October,Baga,Spices,5.48,5.2,-0.28
2020,October,Baga,Vegetables,2.93,2.63,-0.3
2020,October,Porvorim,Bakery,1.09,1.06,-0.03
2020,October,Porvorim,Beverages,1.84,1.86,0.02
2020,October,Porvorim,Fruits,1.97,1.78,-0.19
2020,October,Porvorim,Groceries,11.45,11.61,0.16
2020,October,Porvorim,Milk Products,2.72,2.66,-0.06
2020,October,Porvorim,Ready to eat,1.74,1.92,0.18
2020,October,Porvorim,Spices,5.92,5.33,-0.59
2020,October,Porvorim,Vegetables,2.95,2.75,-0.2
2020,November,Panaji,Bakery,1.19,1.15,-0.04
2020,November,Panaji,Beverages,1.93,1.9,-0.03
2020,November,Panaji,Fruits,1.92,1.84,-0.08
2020,November,Panaji,Groceries,11.16,10.8,-0.36
2020,November,Panaji,Milk Products,2.73,2.68,-0.05
2020,November,Panaji,Ready to eat,1.75,1.77,0.02
2020,November,Panaji,Spices,5.96,5.65,-0.31
2020,November,Panaji,Vegetables,2.77,2.7,-0.07
2020,November,Khorlim,Bakery,1.13,1.15,0.02
2020,November,Khorlim,Beverages,1.8,1.77,-0.03
2020,November,Khorlim,Fruits,1.84,1.78,-0.06
2020,November,Khorlim,Groceries,11.76,11.26,-0.5
2020,November,Khorlim,Milk Products,2.76,2.62,-0.14
2020,November,Khorlim,Ready to eat,1.93,1.87,-0.06
2020,November,Khorlim,Spices,5.23,5.48,0.25
2020,November,Khorlim,Vegetables,2.79,2.82,0.03
2020,November,KTC,Bakery,1.12,1.18,0.06
2020,November,KTC,Beverages,1.78,1.86,0.08
2020,November,KTC,Fruits,1.75,1.79,0.04
2020,November,KTC,Groceries,11.11,11.07,-0.04
2020,November,KTC,Milk Products,2.62,3,0.38
2020,November,KTC,Ready to eat,2,1.73,-0.27
2020,November,KTC,Spices,5.82,5.24,-0.58
2020,November,KTC,Vegetables,2.7,2.96,0.26
2020,November,Margao,Bakery,1.04,1.14,0.1
2020,November,Margao,Beverages,1.83,1.91,0.08
2020,November,Margao,Fruits,1.83,1.87,0.04
2020,November,Margao,Groceries,10.42,11.65,1.23
2020,November,Margao,Milk Products,2.87,2.92,0.05
2020,November,Margao,Ready to eat,1.94,1.75,-0.19
2020,November,Margao,Spices,5.74,5.44,-0.3
2020,November,Margao,Vegetables,2.87,2.62,-0.25
2020,November,Siolim,Bakery,1.18,1.19,0.01
2020,November,Siolim,Beverages,1.97,1.98,0.01
2020,November,Siolim,Fruits,1.91,1.9,-0.01
2020,November,Siolim,Groceries,11.08,11.51,0.43
2020,November,Siolim,Milk Products,2.67,2.98,0.31
2020,November,Siolim,Ready to eat,1.75,1.77,0.02
2020,November,Siolim,Spices,5.89,5.62,-0.27
2020,November,Siolim,Vegetables,2.83,2.96,0.13
2020,November,Baga,Bakery,1.04,1.18,0.14
2020,November,Baga,Beverages,1.96,1.83,-0.13
2020,November,Baga,Fruits,1.82,1.91,0.09
2020,November,Baga,Groceries,11.2,11.39,0.19
2020,November,Baga,Milk Products,2.94,2.96,0.02
2020,November,Baga,Ready to eat,1.87,1.79,-0.08
2020,November,Baga,Spices,5.88,5.57,-0.31
2020,November,Baga,Vegetables,2.72,2.61,-0.11
2020,November,Porvorim,Bakery,1.2,1.19,-0.01
2020,November,Porvorim,Beverages,1.9,1.75,-0.15
2020,November,Porvorim,Fruits,1.91,1.89,-0.02
2020,November,Porvorim,Groceries,10.39,11.68,1.29
2020,November,Porvorim,Milk Products,2.84,2.62,-0.22
2020,November,Porvorim,Ready to eat,1.79,1.87,0.08
2020,November,Porvorim,Spices,5.37,5.29,-0.08
2020,November,Porvorim,Vegetables,2.72,2.62,-0.1
2020,December,Panaji,Bakery,1.19,1.13,-0.06
2020,December,Panaji,Beverages,1.86,1.76,-0.1
2020,December,Panaji,Fruits,1.76,1.84,0.08
2020,December,Panaji,Groceries,11.49,11.71,0.22
2020,December,Panaji,Milk Products,2.98,2.99,0.01
2020,December,Panaji,Ready to eat,1.94,1.77,-0.17
2020,December,Panaji,Spices,5.32,5.79,0.47
2020,December,Panaji,Vegetables,2.63,2.77,0.14
2020,December,Khorlim,Bakery,1.1,1.12,0.02
2020,December,Khorlim,Beverages,1.93,1.89,-0.04
2020,December,Khorlim,Fruits,1.84,1.87,0.03
2020,December,Khorlim,Groceries,11.48,10.46,-1.02
2020,December,Khorlim,Milk Products,2.79,2.71,-0.08
2020,December,Khorlim,Ready to eat,1.75,1.78,0.03
2020,December,Khorlim,Spices,5.3,5.34,0.04
2020,December,Khorlim,Vegetables,2.85,2.97,0.12
2020,December,KTC,Bakery,1.12,1.12,0
2020,December,KTC,Beverages,1.75,1.85,0.1
2020,December,KTC,Fruits,1.79,1.93,0.14
2020,December,KTC,Groceries,10.95,11.03,0.08
2020,December,KTC,Milk Products,2.8,2.61,-0.19
2020,December,KTC,Ready to eat,1.85,1.8,-0.05
2020,December,KTC,Spices,5.54,5.84,0.3
2020,December,KTC,Vegetables,2.98,2.64,-0.34
2020,December,Margao,Bakery,1.18,1.06,-0.12
2020,December,Margao,Beverages,1.99,1.88,-0.11
2020,December,Margao,Fruits,1.98,1.86,-0.12
2020,December,Margao,Groceries,11.78,12,0.22
2020,December,Margao,Milk Products,2.79,2.7,-0.09
2020,December,Margao,Ready to eat,1.98,1.74,-0.24
2020,December,Margao,Spices,5.62,5.33,-0.29
2020,December,Margao,Vegetables,2.65,2.97,0.32
2020,December,Siolim,Bakery,1.13,1.16,0.03
2020,December,Siolim,Beverages,1.73,1.99,0.26
2020,December,Siolim,Fruits,1.8,2,0.2
2020,December,Siolim,Groceries,10.9,10.4,-0.5
2020,December,Siolim,Milk Products,2.7,2.95,0.25
2020,December,Siolim,Ready to eat,1.78,1.88,0.1
2020,December,Siolim,Spices,5.64,5.7,0.06
2020,December,Siolim,Vegetables,2.88,2.79,-0.09
2020,December,Baga,Bakery,1.09,1.05,-0.04
2020,December,Baga,Beverages,1.88,1.81,-0.07
2020,December,Baga,Fruits,1.74,1.9,0.16
2020,December,Baga,Groceries,10.71,10.47,-0.24
2020,December,Baga,Milk Products,2.96,2.93,-0.03
2020,December,Baga,Ready to eat,1.75,1.82,0.07
2020,December,Baga,Spices,5.39,5.49,0.1
2020,December,Baga,Vegetables,2.86,2.81,-0.05
2020,December,Porvorim,Bakery,1.12,1.2,0.08
2020,December,Porvorim,Beverages,1.8,1.96,0.16
2020,December,Porvorim,Fruits,1.76,1.76,0
2020,December,Porvorim,Groceries,10.71,11.43,0.72
2020,December,Porvorim,Milk Products,2.98,2.88,-0.1
2020,December,Porvorim,Ready to eat,1.98,1.83,-0.15
2020,December,Porvorim,Spices,5.55,5.25,-0.3
2020,December,Porvorim,Vegetables,2.96,2.91,-0.05
2021,January,Panaji,Bakery,1.15,1.15,0
2021,January,Panaji,Beverages,1.99,1.91,-0.08
2021,January,Panaji,Fruits,1.81,1.91,0.1
2021,January,Panaji,Groceries,11.31,11.5,0.19
2021,January,Panaji,Milk Products,2.66,2.8,0.14
2021,January,Panaji,Ready to eat,1.87,1.98,0.11
2021,January,Panaji,Spices,5.2,5.55,0.35
2021,January,Panaji,Vegetables,2.71,2.64,-0.07
2021,January,Khorlim,Bakery,1.09,1.04,-0.05
2021,January,Khorlim,Beverages,1.9,1.92,0.02
2021,January,Khorlim,Fruits,1.86,1.93,0.07
2021,January,Khorlim,Groceries,11.98,11.95,-0.03
2021,January,Khorlim,Milk Products,2.89,2.73,-0.16
2021,January,Khorlim,Ready to eat,1.88,1.91,0.03
2021,January,Khorlim,Spices,5.22,5.38,0.16
2021,January,Khorlim,Vegetables,2.7,2.82,0.12
2021,January,KTC,Bakery,1.07,1.11,0.04
2021,January,KTC,Beverages,1.97,1.9,-0.07
2021,January,KTC,Fruits,1.85,1.93,0.08
2021,January,KTC,Groceries,11.36,11.2,-0.16
2021,January,KTC,Milk Products,2.77,2.96,0.19
2021,January,KTC,Ready to eat,1.85,1.81,-0.04
2021,January,KTC,Spices,5.71,5.67,-0.04
2021,January,KTC,Vegetables,2.96,2.75,-0.21
2021,January,Margao,Bakery,1.14,1.1,-0.04
2021,January,Margao,Beverages,1.94,1.85,-0.09
2021,January,Margao,Fruits,1.93,1.94,0.01
2021,January,Margao,Groceries,10.52,10.7,0.18
2021,January,Margao,Milk Products,2.84,2.67,-0.17
2021,January,Margao,Ready to eat,1.78,1.78,0
2021,January,Margao,Spices,5.3,5.87,0.57
2021,January,Margao,Vegetables,2.68,2.62,-0.06
2021,January,Siolim,Bakery,1.15,1.18,0.03
2021,January,Siolim,Beverages,2,1.97,-0.03
2021,January,Siolim,Fruits,1.99,1.92,-0.07
2021,January,Siolim,Groceries,11.59,11.8,0.21
2021,January,Siolim,Milk Products,2.76,2.79,0.03
2021,January,Siolim,Ready to eat,1.85,1.89,0.04
2021,January,Siolim,Spices,5.89,5.33,-0.56
2021,January,Siolim,Vegetables,2.72,2.92,0.2
2021,January,Baga,Bakery,1.11,1.2,0.09
2021,January,Baga,Beverages,1.84,1.99,0.15
2021,January,Baga,Fruits,1.89,1.89,0
2021,January,Baga,Groceries,10.39,10.8,0.41
2021,January,Baga,Milk Products,2.63,2.66,0.03
2021,January,Baga,Ready to eat,1.83,1.97,0.14
2021,January,Baga,Spices,5.25,5.25,0
2021,January,Baga,Vegetables,2.86,2.74,-0.12
2021,January,Porvorim,Bakery,1.19,1.06,-0.13
2021,January,Porvorim,Beverages,1.73,1.87,0.14
2021,January,Porvorim,Fruits,1.97,1.74,-0.23
2021,January,Porvorim,Groceries,10.4,10.52,0.12
2021,January,Porvorim,Milk Products,2.86,2.6,-0.26
2021,January,Porvorim,Ready to eat,1.96,1.92,-0.04
2021,January,Porvorim,Spices,5.58,5.22,-0.36
2021,January,Porvorim,Vegetables,2.99,2.83,-0.16
2021,February,Panaji,Bakery,1.18,1.06,-0.12
2021,February,Panaji,Beverages,1.87,1.97,0.1
2021,February,Panaji,Fruits,1.84,1.76,-0.08
2021,February,Panaji,Groceries,10.55,10.87,0.32
2021,February,Panaji,Milk Products,2.72,2.73,0.01
2021,February,Panaji,Ready to eat,1.88,1.83,-0.05
2021,February,Panaji,Spices,5.62,5.73,0.11
2021,February,Panaji,Vegetables,2.78,2.92,0.14
2021,February,Khorlim,Bakery,1.11,1.07,-0.04
2021,February,Khorlim,Beverages,1.76,1.97,0.21
2021,February,Khorlim,Fruits,2,1.91,-0.09
2021,February,Khorlim,Groceries,11.45,11.87,0.42
2021,February,Khorlim,Milk Products,2.88,2.79,-0.09
2021,February,Khorlim,Ready to eat,1.82,1.95,0.13
2021,February,Khorlim,Spices,5.53,5.91,0.38
2021,February,Khorlim,Vegetables,2.88,2.92,0.04
2021,February,KTC,Bakery,1.1,1.12,0.02
2021,February,KTC,Beverages,1.88,1.88,0
2021,February,KTC,Fruits,1.89,1.86,-0.03
2021,February,KTC,Groceries,10.43,11.56,1.13
2021,February,KTC,Milk Products,3,2.89,-0.11
2021,February,KTC,Ready to eat,1.79,1.85,0.06
2021,February,KTC,Spices,5.62,5.97,0.35
2021,February,KTC,Vegetables,2.87,2.68,-0.19
2021,February,Margao,Bakery,1.12,1.17,0.05
2021,February,Margao,Beverages,1.93,1.78,-0.15
2021,February,Margao,Fruits,1.9,1.8,-0.1
2021,February,Margao,Groceries,10.6,11.05,0.45
2021,February,Margao,Milk Products,2.82,2.97,0.15
2021,February,Margao,Ready to eat,1.78,1.74,-0.04
2021,February,Margao,Spices,5.87,5.92,0.05
2021,February,Margao,Vegetables,2.83,2.78,-0.05
2021,February,Siolim,Bakery,1.19,1.16,-0.03
2021,February,Siolim,Beverages,1.85,1.89,0.04
2021,February,Siolim,Fruits,1.9,1.74,-0.16
2021,February,Siolim,Groceries,10.59,11.47,0.88
2021,February,Siolim,Milk Products,2.76,2.84,0.08
2021,February,Siolim,Ready to eat,1.77,1.75,-0.02
2021,February,Siolim,Spices,6,5.38,-0.62
2021,February,Siolim,Vegetables,2.73,2.85,0.12
2021,February,Baga,Bakery,1.14,1.15,0.01
2021,February,Baga,Beverages,1.79,1.97,0.18
2021,February,Baga,Fruits,1.9,1.92,0.02
2021,February,Baga,Groceries,10.77,11.25,0.48
2021,February,Baga,Milk Products,2.65,2.82,0.17
2021,February,Baga,Ready to eat,1.99,1.96,-0.03
2021,February,Baga,Spices,5.54,5.29,-0.25
2021,February,Baga,Vegetables,2.91,2.76,-0.15
2021,February,Porvorim,Bakery,1.08,1.06,-0.02
2021,February,Porvorim,Beverages,1.87,1.96,0.09
2021,February,Porvorim,Fruits,1.75,1.92,0.17
2021,February,Porvorim,Groceries,11.81,11.08,-0.73
2021,February,Porvorim,Milk Products,2.81,2.85,0.04
2021,February,Porvorim,Ready to eat,1.77,1.79,0.02
2021,February,Porvorim,Spices,5.22,5.31,0.09
2021,February,Porvorim,Vegetables,2.65,2.62,-0.03
2021,March,Panaji,Bakery,1.19,1.2,0.01
2021,March,Panaji,Beverages,1.94,1.95,0.01
2021,March,Panaji,Fruits,1.76,1.78,0.02
2021,March,Panaji,Groceries,10.42,10.73,0.31
2021,March,Panaji,Milk Products,2.95,2.78,-0.17
2021,March,Panaji,Ready to eat,1.88,1.88,0
2021,March,Panaji,Spices,5.24,5.72,0.48
2021,March,Panaji,Vegetables,2.78,2.68,-0.1
2021,March,Khorlim,Bakery,1.16,1.08,-0.08
2021,March,Khorlim,Beverages,1.75,1.91,0.16
2021,March,Khorlim,Fruits,1.81,1.8,-0.01
2021,March,Khorlim,Groceries,11.66,11.98,0.32
2021,March,Khorlim,Milk Products,2.97,2.66,-0.31
2021,March,Khorlim,Ready to eat,1.87,1.88,0.01
2021,March,Khorlim,Spices,5.28,5.95,0.67
2021,March,Khorlim,Vegetables,2.85,2.95,0.1
2021,March,KTC,Bakery,1.15,1.13,-0.02
2021,March,KTC,Beverages,1.95,1.9,-0.05
2021,March,KTC,Fruits,1.85,1.96,0.11
2021,March,KTC,Groceries,10.92,10.95,0.03
2021,March,KTC,Milk Products,2.6,2.79,0.19
2021,March,KTC,Ready to eat,1.79,1.95,0.16
2021,March,KTC,Spices,5.78,5.99,0.21
2021,March,KTC,Vegetables,2.66,2.96,0.3
2021,March,Margao,Bakery,1.18,1.11,-0.07
2021,March,Margao,Beverages,1.75,1.78,0.03
2021,March,Margao,Fruits,1.77,1.96,0.19
2021,March,Margao,Groceries,11.28,11.33,0.05
2021,March,Margao,Milk Products,2.69,2.79,0.1
2021,March,Margao,Ready to eat,1.84,1.92,0.08
2021,March,Margao,Spices,5.94,5.33,-0.61
2021,March,Margao,Vegetables,2.97,2.81,-0.16
2021,March,Siolim,Bakery,1.18,1.2,0.02
2021,March,Siolim,Beverages,1.93,1.76,-0.17
2021,March,Siolim,Fruits,1.95,1.84,-0.11
2021,March,Siolim,Groceries,10.92,11.47,0.55
2021,March,Siolim,Milk Products,2.86,2.76,-0.1
2021,March,Siolim,Ready to eat,1.98,1.81,-0.17
2021,March,Siolim,Spices,5.35,5.8,0.45
2021,March,Siolim,Vegetables,2.84,2.91,0.07
2021,March,Baga,Bakery,1.07,1.05,-0.02
2021,March,Baga,Beverages,1.93,1.91,-0.02
2021,March,Baga,Fruits,1.89,1.94,0.05
2021,March,Baga,Groceries,11.44,10.94,-0.5
2021,March,Baga,Milk Products,2.64,2.88,0.24
2021,March,Baga,Ready to eat,1.73,1.85,0.12
2021,March,Baga,Spices,5.99,5.79,-0.2
2021,March,Baga,Vegetables,2.86,2.87,0.01
2021,March,Porvorim,Bakery,1.13,1.19,0.06
2021,March,Porvorim,Beverages,1.77,1.77,0
2021,March,Porvorim,Fruits,1.86,1.79,-0.07
2021,March,Porvorim,Groceries,11,11.68,0.68
2021,March,Porvorim,Milk Products,2.86,2.88,0.02
2021,March,Porvorim,Ready to eat,1.74,1.97,0.23
2021,March,Porvorim,Spices,5.92,5.54,-0.38
2021,March,Porvorim,Vegetables,2.68,2.65,-0.03
2021,April,Panaji,Bakery,1.13,1.06,-0.07
2021,April,Panaji,Beverages,1.9,1.76,-0.14
2021,April,Panaji,Fruits,1.84,1.92,0.08
2021,April,Panaji,Groceries,10.78,10.64,-0.14
2021,April,Panaji,Milk Products,2.85,2.96,0.11
2021,April,Panaji,Ready to eat,1.82,1.76,-0.06
2021,April,Panaji,Spices,5.77,5.9,0.13
2021,April,Panaji,Vegetables,2.61,2.98,0.37
2021,April,Khorlim,Bakery,1.15,1.1,-0.05
2021,April,Khorlim,Beverages,1.98,1.81,-0.17
2021,April,Khorlim,Fruits,1.96,1.91,-0.05
2021,April,Khorlim,Groceries,10.7,10.62,-0.08
2021,April,Khorlim,Milk Products,2.7,2.6,-0.1
2021,April,Khorlim,Ready to eat,1.83,1.88,0.05
2021,April,Khorlim,Spices,5.97,5.5,-0.47
2021,April,Khorlim,Vegetables,2.88,2.89,0.01
2021,April,KTC,Bakery,1.2,1.14,-0.06
2021,April,KTC,Beverages,1.85,1.74,-0.11
2021,April,KTC,Fruits,1.84,1.84,0
2021,April,KTC,Groceries,10.39,11.57,1.18
2021,April,KTC,Milk Products,2.67,2.89,0.22
2021,April,KTC,Ready to eat,1.88,1.82,-0.06
2021,April,KTC,Spices,5.77,5.59,-0.18
2021,April,KTC,Vegetables,2.97,2.97,0
2021,April,Margao,Bakery,1.12,1.06,-0.06
2021,April,Margao,Beverages,1.95,1.87,-0.08
2021,April,Margao,Fruits,1.84,1.95,0.11
2021,April,Margao,Groceries,11.81,10.38,-1.43
2021,April,Margao,Milk Products,2.79,2.96,0.17
2021,April,Margao,Ready to eat,1.76,1.93,0.17
2021,April,Margao,Spices,5.45,5.39,-0.06
2021,April,Margao,Vegetables,2.71,2.7,-0.01
2021,April,Siolim,Bakery,1.19,1.04,-0.15
2021,April,Siolim,Beverages,1.97,1.86,-0.11
2021,April,Siolim,Fruits,1.84,1.91,0.07
2021,April,Siolim,Groceries,10.66,10.43,-0.23
2021,April,Siolim,Milk Products,2.76,2.67,-0.09
2021,April,Siolim,Ready to eat,1.98,1.75,-0.23
2021,April,Siolim,Spices,5.96,5.82,-0.14
2021,April,Siolim,Vegetables,2.73,2.74,0.01
2021,April,Baga,Bakery,1.11,1.07,-0.04
2021,April,Baga,Beverages,1.78,1.8,0.02
2021,April,Baga,Fruits,1.97,1.9,-0.07
2021,April,Baga,Groceries,11.83,10.94,-0.89
2021,April,Baga,Milk Products,2.94,2.85,-0.09
2021,April,Baga,Ready to eat,1.91,1.88,-0.03
2021,April,Baga,Spices,5.24,5.27,0.03
2021,April,Baga,Vegetables,2.71,2.81,0.1
2021,April,Porvorim,Bakery,1.13,1.06,-0.07
2021,April,Porvorim,Beverages,1.83,1.97,0.14
2021,April,Porvorim,Fruits,1.94,1.88,-0.06
2021,April,Porvorim,Groceries,10.5,10.92,0.42
2021,April,Porvorim,Milk Products,2.68,2.89,0.21
2021,April,Porvorim,Ready to eat,1.99,1.86,-0.13
2021,April,Porvorim,Spices,5.92,5.87,-0.05
2021,April,Porvorim,Vegetables,2.71,2.62,-0.09
2021,May,Panaji,Bakery,1.1,1.18,0.08
2021,May,Panaji,Beverages,1.88,1.77,-0.11
2021,May,Panaji,Fruits,1.98,1.91,-0.07
2021,May,Panaji,Groceries,11.02,10.54,-0.48
2021,May,Panaji,Milk Products,3,2.81,-0.19
2021,May,Panaji,Ready to eat,1.81,1.91,0.1
2021,May,Panaji,Spices,5.88,5.55,-0.33
2021,May,Panaji,Vegetables,2.94,2.84,-0.1
2021,May,Khorlim,Bakery,1.19,1.05,-0.14
2021,May,Khorlim,Beverages,1.97,1.86,-0.11
2021,May,Khorlim,Fruits,1.87,1.94,0.07
2021,May,Khorlim,Groceries,11.87,11.55,-0.32
2021,May,Khorlim,Milk Products,2.7,2.79,0.09
2021,May,Khorlim,Ready to eat,1.83,1.99,0.16
2021,May,Khorlim,Spices,5.64,5.19,-0.45
2021,May,Khorlim,Vegetables,2.74,2.69,-0.05
2021,May,KTC,Bakery,1.19,1.16,-0.03
2021,May,KTC,Beverages,1.95,1.99,0.04
2021,May,KTC,Fruits,1.91,1.75,-0.16
2021,May,KTC,Groceries,10.77,10.98,0.21
2021,May,KTC,Milk Products,2.85,2.97,0.12
2021,May,KTC,Ready to eat,1.79,1.74,-0.05
2021,May,KTC,Spices,5.32,5.65,0.33
2021,May,KTC,Vegetables,2.8,2.8,0
2021,May,Margao,Bakery,1.08,1.17,0.09
2021,May,Margao,Beverages,1.87,1.81,-0.06
2021,May,Margao,Fruits,1.79,1.98,0.19
2021,May,Margao,Groceries,10.73,11.42,0.69
2021,May,Margao,Milk Products,2.83,2.68,-0.15
2021,May,Margao,Ready to eat,1.98,1.92,-0.06
2021,May,Margao,Spices,5.35,5.69,0.34
2021,May,Margao,Vegetables,2.86,2.97,0.11
2021,May,Siolim,Bakery,1.2,1.11,-0.09
2021,May,Siolim,Beverages,1.83,1.79,-0.04
2021,May,Siolim,Fruits,1.98,1.96,-0.02
2021,May,Siolim,Groceries,11.89,11.92,0.03
2021,May,Siolim,Milk Products,2.64,2.71,0.07
2021,May,Siolim,Ready to eat,1.99,2,0.01
2021,May,Siolim,Spices,5.25,5.4,0.15
2021,May,Siolim,Vegetables,2.76,2.73,-0.03
2021,May,Baga,Bakery,1.18,1.05,-0.13
2021,May,Baga,Beverages,1.85,1.98,0.13
2021,May,Baga,Fruits,1.99,1.91,-0.08
2021,May,Baga,Groceries,11.45,10.97,-0.48
2021,May,Baga,Milk Products,2.96,2.81,-0.15
2021,May,Baga,Ready to eat,2,1.74,-0.26
2021,May,Baga,Spices,5.87,5.98,0.11
2021,May,Baga,Vegetables,2.85,2.73,-0.12
2021,May,Porvorim,Bakery,1.07,1.18,0.11
2021,May,Porvorim,Beverages,1.9,1.82,-0.08
2021,May,Porvorim,Fruits,1.93,1.87,-0.06
2021,May,Porvorim,Groceries,11.43,10.49,-0.94
2021,May,Porvorim,Milk Products,2.89,2.73,-0.16
2021,May,Porvorim,Ready to eat,1.81,1.96,0.15
2021,May,Porvorim,Spices,5.64,5.68,0.04
2021,May,Porvorim,Vegetables,2.71,2.97,0.26
2021,June,Panaji,Bakery,1.1,1.16,0.06
2021,June,Panaji,Beverages,1.84,1.86,0.02
2021,June,Panaji,Fruits,1.78,1.77,-0.01
2021,June,Panaji,Groceries,11.63,11.68,0.05
2021,June,Panaji,Milk Products,2.91,2.76,-0.15
2021,June,Panaji,Ready to eat,1.97,1.78,-0.19
2021,June,Panaji,Spices,5.76,5.85,0.09
2021,June,Panaji,Vegetables,2.84,2.94,0.1
2021,June,Khorlim,Bakery,1.11,1.14,0.03
2021,June,Khorlim,Beverages,1.99,1.91,-0.08
2021,June,Khorlim,Fruits,1.87,1.75,-0.12
2021,June,Khorlim,Groceries,10.88,11.98,1.1
2021,June,Khorlim,Milk Products,2.62,2.86,0.24
2021,June,Khorlim,Ready to eat,1.81,1.94,0.13
2021,June,Khorlim,Spices,5.86,5.32,-0.54
2021,June,Khorlim,Vegetables,2.66,2.97,0.31
2021,June,KTC,Bakery,1.13,1.13,0
2021,June,KTC,Beverages,1.81,1.85,0.04
2021,June,KTC,Fruits,1.85,1.91,0.06
2021,June,KTC,Groceries,10.96,11.47,0.51
2021,June,KTC,Milk Products,2.82,2.95,0.13
2021,June,KTC,Ready to eat,1.82,1.73,-0.09
2021,June,KTC,Spices,5.98,5.25,-0.73
2021,June,KTC,Vegetables,2.92,2.64,-0.28
2021,June,Margao,Bakery,1.05,1.15,0.1
2021,June,Margao,Beverages,1.88,1.92,0.04
2021,June,Margao,Fruits,1.83,1.83,0
2021,June,Margao,Groceries,10.69,10.55,-0.14
2021,June,Margao,Milk Products,2.62,2.98,0.36
2021,June,Margao,Ready to eat,1.74,1.96,0.22
2021,June,Margao,Spices,5.4,5.96,0.56
2021,June,Margao,Vegetables,2.81,2.9,0.09
2021,June,Siolim,Bakery,1.04,1.19,0.15
2021,June,Siolim,Beverages,1.82,1.96,0.14
2021,June,Siolim,Fruits,1.95,1.76,-0.19
2021,June,Siolim,Groceries,11.88,11.36,-0.52
2021,June,Siolim,Milk Products,2.9,2.73,-0.17
2021,June,Siolim,Ready to eat,1.73,1.92,0.19
2021,June,Siolim,Spices,5.31,5.51,0.2
2021,June,Siolim,Vegetables,2.77,2.81,0.04
2021,June,Baga,Bakery,1.1,1.1,0
2021,June,Baga,Beverages,1.89,1.99,0.1
2021,June,Baga,Fruits,1.78,1.82,0.04
2021,June,Baga,Groceries,11.26,10.4,-0.86
2021,June,Baga,Milk Products,2.67,2.72,0.05
2021,June,Baga,Ready to eat,1.95,1.95,0
2021,June,Baga,Spices,5.38,5.94,0.56
2021,June,Baga,Vegetables,2.82,2.89,0.07
2021,June,Porvorim,Bakery,1.11,1.06,-0.05
2021,June,Porvorim,Beverages,1.87,1.83,-0.04
2021,June,Porvorim,Fruits,1.74,1.9,0.16
2021,June,Porvorim,Groceries,10.45,11.64,1.19
2021,June,Porvorim,Milk Products,2.89,2.82,-0.07
2021,June,Porvorim,Ready to eat,1.77,1.86,0.09
2021,June,Porvorim,Spices,5.63,5.82,0.19
2021,June,Porvorim,Vegetables,2.73,2.71,-0.02
2021,July,Panaji,Bakery,1.04,1.19,0.15
2021,July,Panaji,Beverages,1.96,1.86,-0.1
