Outlet,Year,Month,Item Name,Selling Price,Cost Price,Selling Qty
KTC,2023,March,Dry Fruit Halwa,50,17.0,384
KTC,2023,March,Gulab Jamun,65,20.15,340
KTC,2023,March,Kesari,95,28.5,107
KTC,2023,March,Payasam,40,12.0,232
KTC,2023,April,Idli,80,26.4,95
KTC,2023,April,Vada,145,47.85,171
KTC,2023,April,Dosa,150,49.5,327
KTC,2023,April,Masala Dosa,75,24.0,453
KTC,2023,April,Onion Dosa,70,22.4,226
KTC,2023,April,Set Dosa,60,19.8,409
KTC,2023,April,Rava Dosa,90,30.6,120
KTC,2023,April,Paneer Dosa,65,20.15,45
KTC,2023,April,Ghee Roast,110,37.4,41
KTC,2023,April,Uttapam,125,42.5,361
KTC,2023,April,Onion Uttapam,40,12.8,264
KTC,2023,April,Tomato Uttapam,45,13.95,129
KTC,2023,April,Pongal,55,18.15,451
KTC,2023,April,Upma,80,24.8,200
KTC,2023,April,Poori Bhaji,115,34.5,104
KTC,2023,April,Kesari Bath,120,39.6,317
KTC,2023,April,Mini Tiffin,130,41.6,85
KTC,2023,April,Ghee Idli,65,20.8,355
KTC,2023,April,Ragi Dosa,45,13.95,43
KTC,2023,April,Neer Dosa,135,41.85,476
KTC,2023,April,Appam,140,44.8,428
KTC,2023,April,Idiappam,125,42.5,80
KTC,2023,April,Steamed Rice,85,28.05,213
KTC,2023,April,Lemon Rice,65,20.15,492
KTC,2023,April,Tomato Rice,115,37.95,489
KTC,2023,April,Curd Rice,50,15.5,445
KTC,2023,April,Sambar Rice,140,46.2,405
KTC,2023,April,Bisibele Bath,140,44.8,339
KTC,2023,April,Veg Pulao,115,36.8,158
KTC,2023,April,Veg Kurma,150,51.0,124
KTC,2023,April,Chapati Kurma,75,25.5,341
KTC,2023,April,Parotta,120,37.2,239
KTC,2023,April,Kothu Parotta,95,32.3,108
KTC,2023,April,Chole Batura,55,17.6,449
KTC,2023,April,Bhature,115,35.65,127
KTC,2023,April,Pesarattu,50,17.0,141
KTC,2023,April,Rava Idli,140,43.4,166
KTC,2023,April,Medu Vada,65,19.5,118
KTC,2023,April,Kharabath,110,35.2,164
KTC,2023,April,Kichdi,115,35.65,370
KTC,2023,April,Sagu Dosa,65,20.8,287
KTC,2023,April,Benne Dosa,40,12.4,74
KTC,2023,April,Veg Biryani,45,13.95,203
KTC,2023,April,Tamarind Rice,55,17.6,99
KTC,2023,April,Palak Dosa,50,16.0,225
KTC,2023,April,Coconut Rice,95,31.35,333
KTC,2023,April,Bun Dosa,100,34.0,312
KTC,2023,April,Dahi Vada,145,46.4,190
KTC,2023,April,Veg Sandwich,135,44.55,351
KTC,2023,April,Tea,55,18.15,450
KTC,2023,April,Coffee,95,32.3,444
KTC,2023,April,Filter Coffee,130,40.3,493
KTC,2023,April,Butter Dosa,85,26.35,436
KTC,2023,April,Plain Dosa,80,24.8,360
KTC,2023,April,Cheese Dosa,85,26.35,432
KTC,2023,April,Garlic Dosa,90,27.9,147
KTC,2023,April,Mysore Masala,50,16.5,401
KTC,2023,April,Ghee Mysore Dosa,85,28.05,213
KTC,2023,April,Podi Idli,50,17.0,187
KTC,2023,April,Mini Idli,50,16.0,325
KTC,2023,April,Idli Vada Combo,130,42.9,481
KTC,2023,April,Dosa Vada Combo,50,15.0,74
KTC,2023,April,Upma Pesarattu Combo,140,44.8,189
KTC,2023,April,South Indian Meals,55,17.05,365
KTC,2023,April,Veg Meals,90,27.9,472
KTC,2023,April,Thali,130,42.9,139
KTC,2023,April,Chapati,75,24.75,363
KTC,2023,April,Phulka,130,41.6,118
KTC,2023,April,Veg Curry,95,30.4,408
KTC,2023,April,Dal Fry,125,40.0,322
KTC,2023,April,Sambar,110,35.2,76
KTC,2023,April,Rasam,55,17.6,418
KTC,2023,April,Curd,100,33.0,179
KTC,2023,April,Buttermilk,60,18.0,491
KTC,2023,April,Lassi,105,32.55,145
KTC,2023,April,Fresh Juice,40,12.4,46
KTC,2023,April,Mango Lassi,140,46.2,400
KTC,2023,April,Sweet Lassi,150,48.0,440
KTC,2023,April,Jeera Rice,120,36.0,318
KTC,2023,April,Boiled Rice,45,14.4,126
KTC,2023,April,Steamed Veg,75,25.5,162
KTC,2023,April,Veg Salad,45,13.5,179
KTC,2023,April,Papad,110,35.2,463
KTC,2023,April,Pickle,40,13.2,357
KTC,2023,April,Chutney,75,23.25,280
KTC,2023,April,Sambar Vada,140,44.8,165
KTC,2023,April,Coconut Chutney,100,33.0,422
KTC,2023,April,Mint Chutney,50,16.5,382
KTC,2023,April,Tomato Chutney,95,30.4,80
KTC,2023,April,Ginger Tea,135,43.2,125
KTC,2023,April,Masala Tea,105,34.65,493
KTC,2023,April,Lemon Tea,75,24.75,241
KTC,2023,April,Soup,100,33.0,38
KTC,2023,April,Tomato Soup,90,29.7,425
KTC,2023,April,Veg Soup,95,30.4,305
KTC,2023,April,Sweet Pongal,70,23.8,86
KTC,2023,April,Dry Fruit Halwa,50,16.0,264
KTC,2023,April,Gulab Jamun,65,21.45,450
KTC,2023,April,Kesari,95,31.35,27
KTC,2023,April,Payasam,40,12.8,273
KTC,2023,May,Idli,80,26.4,358
KTC,2023,May,Vada,145,47.85,81
KTC,2023,May,Dosa,150,45.0,470
KTC,2023,May,Masala Dosa,75,24.75,170
KTC,2023,May,Onion Dosa,70,21.7,153
KTC,2023,May,Set Dosa,60,20.4,375
KTC,2023,May,Rava Dosa,90,27.9,50
KTC,2023,May,Paneer Dosa,65,21.45,81
KTC,2023,May,Ghee Roast,110,35.2,28
KTC,2023,May,Uttapam,125,38.75,469
KTC,2023,May,Onion Uttapam,40,12.4,186
KTC,2023,May,Tomato Uttapam,45,14.85,396
KTC,2023,May,Pongal,55,17.05,145
KTC,2023,May,Upma,80,25.6,149
KTC,2023,May,Poori Bhaji,115,36.8,50
KTC,2023,May,Kesari Bath,120,40.8,63
KTC,2023,May,Mini Tiffin,130,40.3,347
KTC,2023,May,Ghee Idli,65,20.8,383
KTC,2023,May,Ragi Dosa,45,14.85,100
KTC,2023,May,Neer Dosa,135,44.55,29
KTC,2023,May,Appam,140,46.2,210
KTC,2023,May,Idiappam,125,37.5,498
KTC,2023,May,Steamed Rice,85,26.35,94
KTC,2023,May,Lemon Rice,65,21.45,308
KTC,2023,May,Tomato Rice,115,35.65,378
KTC,2023,May,Curd Rice,50,16.0,300
KTC,2023,May,Sambar Rice,140,43.4,244
KTC,2023,May,Bisibele Bath,140,43.4,384
KTC,2023,May,Veg Pulao,115,37.95,147
KTC,2023,May,Veg Kurma,150,46.5,224
KTC,2023,May,Chapati Kurma,75,24.0,395
KTC,2023,May,Parotta,120,40.8,49
KTC,2023,May,Kothu Parotta,95,32.3,170
KTC,2023,May,Chole Batura,55,18.15,357
KTC,2023,May,Bhature,115,36.8,263
KTC,2023,May,Pesarattu,50,16.5,26
KTC,2023,May,Rava Idli,140,44.8,51
KTC,2023,May,Medu Vada,65,21.45,342
KTC,2023,May,Kharabath,110,37.4,53
KTC,2023,May,Kichdi,115,34.5,277
KTC,2023,May,Sagu Dosa,65,21.45,24
KTC,2023,May,Benne Dosa,40,13.6,431
KTC,2023,May,Veg Biryani,45,13.95,444
KTC,2023,May,Tamarind Rice,55,17.6,286
KTC,2023,May,Palak Dosa,50,16.0,282
KTC,2023,May,Coconut Rice,95,29.45,444
KTC,2023,May,Bun Dosa,100,31.0,158
KTC,2023,May,Dahi Vada,145,44.95,76
KTC,2023,May,Veg Sandwich,135,44.55,464
KTC,2023,May,Tea,55,18.15,275
KTC,2023,May,Coffee,95,28.5,101
KTC,2023,May,Filter Coffee,130,40.3,335
KTC,2023,May,Butter Dosa,85,28.05,93
KTC,2023,May,Plain Dosa,80,26.4,306
KTC,2023,May,Cheese Dosa,85,28.05,439
KTC,2023,May,Garlic Dosa,90,28.8,397
KTC,2023,May,Mysore Masala,50,15.0,224
KTC,2023,May,Ghee Mysore Dosa,85,26.35,290
KTC,2023,May,Podi Idli,50,17.0,227
KTC,2023,May,Mini Idli,50,16.0,393
KTC,2023,May,Idli Vada Combo,130,39.0,480
KTC,2023,May,Dosa Vada Combo,50,16.0,91
KTC,2023,May,Upma Pesarattu Combo,140,42.0,203
KTC,2023,May,South Indian Meals,55,18.15,168
KTC,2023,May,Veg Meals,90,29.7,169
KTC,2023,May,Thali,130,41.6,235
KTC,2023,May,Chapati,75,22.5,425
KTC,2023,May,Phulka,130,40.3,354
KTC,2023,May,Veg Curry,95,29.45,93
KTC,2023,May,Dal Fry,125,38.75,272
KTC,2023,May,Sambar,110,34.1,169
KTC,2023,May,Rasam,55,16.5,216
KTC,2023,May,Curd,100,31.0,335
KTC,2023,May,Buttermilk,60,19.8,147
KTC,2023,May,Lassi,105,31.5,348
KTC,2023,May,Fresh Juice,40,12.4,459
KTC,2023,May,Mango Lassi,140,44.8,344
KTC,2023,May,Sweet Lassi,150,46.5,320
KTC,2023,May,Jeera Rice,120,38.4,387
KTC,2023,May,Boiled Rice,45,13.5,36
KTC,2023,May,Steamed Veg,75,24.0,145
KTC,2023,May,Veg Salad,45,14.4,340
KTC,2023,May,Papad,110,37.4,235
KTC,2023,May,Pickle,40,12.8,362
KTC,2023,May,Chutney,75,24.0,30
KTC,2023,May,Sambar Vada,140,47.6,395
KTC,2023,May,Coconut Chutney,100,32.0,436
KTC,2023,May,Mint Chutney,50,16.0,89
KTC,2023,May,Tomato Chutney,95,31.35,42
KTC,2023,May,Ginger Tea,135,44.55,329
KTC,2023,May,Masala Tea,105,34.65,408
KTC,2023,May,Lemon Tea,75,22.5,430
KTC,2023,May,Soup,100,32.0,69
KTC,2023,May,Tomato Soup,90,27.9,212
KTC,2023,May,Veg Soup,95,32.3,166
KTC,2023,May,Sweet Pongal,70,21.0,73
KTC,2023,May,Dry Fruit Halwa,50,16.5,275
KTC,2023,May,Gulab Jamun,65,19.5,444
KTC,2023,May,Kesari,95,29.45,396
KTC,2023,May,Payasam,40,12.4,466
KTC,2023,June,Idli,80,24.8,327
KTC,2023,June,Vada,145,47.85,286
KTC,2023,June,Dosa,150,51.0,481
KTC,2023,June,Masala Dosa,75,24.0,485
KTC,2023,June,Onion Dosa,70,22.4,336
KTC,2023,June,Set Dosa,60,19.8,302
KTC,2023,June,Rava Dosa,90,29.7,395
KTC,2023,June,Paneer Dosa,65,22.1,370
KTC,2023,June,Ghee Roast,110,35.2,220
KTC,2023,June,Uttapam,125,40.0,236
KTC,2023,June,Onion Uttapam,40,12.8,125
KTC,2023,June,Tomato Uttapam,45,14.4,418
KTC,2023,June,Pongal,55,17.05,390
KTC,2023,June,Upma,80,26.4,261
KTC,2023,June,Poori Bhaji,115,35.65,262
KTC,2023,June,Kesari Bath,120,40.8,90
KTC,2023,June,Mini Tiffin,130,42.9,231
KTC,2023,June,Ghee Idli,65,19.5,303
KTC,2023,June,Ragi Dosa,45,14.85,401
KTC,2023,June,Neer Dosa,135,40.5,270
KTC,2023,June,Appam,140,43.4,317
KTC,2023,June,Idiappam,125,40.0,303
KTC,2023,June,Steamed Rice,85,28.05,229
KTC,2023,June,Lemon Rice,65,22.1,467
KTC,2023,June,Tomato Rice,115,36.8,479
KTC,2023,June,Curd Rice,50,16.5,457
KTC,2023,June,Sambar Rice,140,43.4,289
KTC,2023,June,Bisibele Bath,140,46.2,302
KTC,2023,June,Veg Pulao,115,36.8,478
KTC,2023,June,Veg Kurma,150,49.5,309
KTC,2023,June,Chapati Kurma,75,24.75,154
KTC,2023,June,Parotta,120,37.2,443
KTC,2023,June,Kothu Parotta,95,28.5,305
KTC,2023,June,Chole Batura,55,17.05,315
KTC,2023,June,Bhature,115,34.5,202
KTC,2023,June,Pesarattu,50,16.0,377
KTC,2023,June,Rava Idli,140,46.2,221
KTC,2023,June,Medu Vada,65,19.5,109
KTC,2023,June,Kharabath,110,33.0,397
KTC,2023,June,Kichdi,115,36.8,417
KTC,2023,June,Sagu Dosa,65,20.8,378
KTC,2023,June,Benne Dosa,40,12.0,218
KTC,2023,June,Veg Biryani,45,13.95,230
KTC,2023,June,Tamarind Rice,55,17.05,426
KTC,2023,June,Palak Dosa,50,16.5,135
KTC,2023,June,Coconut Rice,95,31.35,306
KTC,2023,June,Bun Dosa,100,33.0,491
KTC,2023,June,Dahi Vada,145,46.4,279
KTC,2023,June,Veg Sandwich,135,44.55,140
KTC,2023,June,Tea,55,18.7,345
KTC,2023,June,Coffee,95,28.5,60
KTC,2023,June,Filter Coffee,130,40.3,315
KTC,2023,June,Butter Dosa,85,26.35,340
KTC,2023,June,Plain Dosa,80,24.8,86
KTC,2023,June,Cheese Dosa,85,27.2,489
KTC,2023,June,Garlic Dosa,90,27.9,300
KTC,2023,June,Mysore Masala,50,16.5,281
KTC,2023,June,Ghee Mysore Dosa,85,27.2,395
KTC,2023,June,Podi Idli,50,15.0,496
KTC,2023,June,Mini Idli,50,15.5,270
KTC,2023,June,Idli Vada Combo,130,41.6,396
KTC,2023,June,Dosa Vada Combo,50,16.5,36
KTC,2023,June,Upma Pesarattu Combo,140,43.4,203
KTC,2023,June,South Indian Meals,55,18.7,80
KTC,2023,June,Veg Meals,90,30.6,188
KTC,2023,June,Thali,130,42.9,430
KTC,2023,June,Chapati,75,24.75,121
KTC,2023,June,Phulka,130,42.9,229
KTC,2023,June,Veg Curry,95,31.35,183
KTC,2023,June,Dal Fry,125,38.75,113
KTC,2023,June,Sambar,110,36.3,429
KTC,2023,June,Rasam,55,16.5,155
KTC,2023,June,Curd,100,31.0,136
KTC,2023,June,Buttermilk,60,18.0,129
KTC,2023,June,Lassi,105,34.65,152
KTC,2023,June,Fresh Juice,40,12.0,158
KTC,2023,June,Mango Lassi,140,42.0,327
KTC,2023,June,Sweet Lassi,150,48.0,80
KTC,2023,June,Jeera Rice,120,38.4,135
KTC,2023,June,Boiled Rice,45,14.4,186
KTC,2023,June,Steamed Veg,75,24.0,79
KTC,2023,June,Veg Salad,45,13.95,28
KTC,2023,June,Papad,110,34.1,455
KTC,2023,June,Pickle,40,12.0,171
KTC,2023,June,Chutney,75,23.25,135
KTC,2023,June,Sambar Vada,140,46.2,24
KTC,2023,June,Coconut Chutney,100,33.0,142
KTC,2023,June,Mint Chutney,50,16.5,209
KTC,2023,June,Tomato Chutney,95,30.4,163
KTC,2023,June,Ginger Tea,135,44.55,184
KTC,2023,June,Masala Tea,105,35.7,396
KTC,2023,June,Lemon Tea,75,22.5,486
KTC,2023,June,Soup,100,31.0,147
KTC,2023,June,Tomato Soup,90,29.7,181
KTC,2023,June,Veg Soup,95,30.4,164
KTC,2023,June,Sweet Pongal,70,21.0,399
KTC,2023,June,Dry Fruit Halwa,50,15.5,285
KTC,2023,June,Gulab Jamun,65,19.5,497
KTC,2023,June,Kesari,95,29.45,356
KTC,2023,June,Payasam,40,12.8,492
KTC,2023,July,Idli,80,26.4,270
KTC,2023,July,Vada,145,47.85,423
KTC,2023,July,Dosa,150,51.0,209
KTC,2023,July,Masala Dosa,75,24.75,485
KTC,2023,July,Onion Dosa,70,23.1,348
KTC,2023,July,Set Dosa,60,20.4,307
KTC,2023,July,Rava Dosa,90,27.9,447
KTC,2023,July,Paneer Dosa,65,20.8,273
KTC,2023,July,Ghee Roast,110,37.4,302
KTC,2023,July,Uttapam,125,40.0,195
KTC,2023,July,Onion Uttapam,40,12.8,120
KTC,2023,July,Tomato Uttapam,45,13.5,294
KTC,2023,July,Pongal,55,17.05,140
KTC,2023,July,Upma,80,24.0,99
KTC,2023,July,Poori Bhaji,115,37.95,178
KTC,2023,July,Kesari Bath,120,37.2,93
KTC,2023,July,Mini Tiffin,130,42.9,232
KTC,2023,July,Ghee Idli,65,20.15,400
KTC,2023,July,Ragi Dosa,45,13.5,261
KTC,2023,July,Neer Dosa,135,43.2,83
KTC,2023,July,Appam,140,44.8,138
KTC,2023,July,Idiappam,125,38.75,404
KTC,2023,July,Steamed Rice,85,28.05,151
KTC,2023,July,Lemon Rice,65,20.8,137
KTC,2023,July,Tomato Rice,115,37.95,275
KTC,2023,July,Curd Rice,50,15.5,431
KTC,2023,July,Sambar Rice,140,46.2,481
KTC,2023,July,Bisibele Bath,140,47.6,107
KTC,2023,July,Veg Pulao,115,34.5,321
KTC,2023,July,Veg Kurma,150,51.0,114
KTC,2023,July,Chapati Kurma,75,22.5,419
KTC,2023,July,Parotta,120,40.8,165
KTC,2023,July,Kothu Parotta,95,29.45,308
KTC,2023,July,Chole Batura,55,17.05,59
KTC,2023,July,Bhature,115,36.8,378
KTC,2023,July,Pesarattu,50,16.5,396
KTC,2023,July,Rava Idli,140,46.2,33
KTC,2023,July,Medu Vada,65,19.5,328
KTC,2023,July,Kharabath,110,34.1,273
KTC,2023,July,Kichdi,115,35.65,43
KTC,2023,July,Sagu Dosa,65,20.8,480
KTC,2023,July,Benne Dosa,40,12.4,368
KTC,2023,July,Veg Biryani,45,15.3,298
KTC,2023,July,Tamarind Rice,55,17.05,334
KTC,2023,July,Palak Dosa,50,16.0,41
KTC,2023,July,Coconut Rice,95,32.3,101
KTC,2023,July,Bun Dosa,100,34.0,309
KTC,2023,July,Dahi Vada,145,43.5,344
KTC,2023,July,Veg Sandwich,135,40.5,379
KTC,2023,July,Tea,55,17.6,406
KTC,2023,July,Coffee,95,31.35,40
KTC,2023,July,Filter Coffee,130,40.3,136
KTC,2023,July,Butter Dosa,85,28.05,468
KTC,2023,July,Plain Dosa,80,24.0,102
KTC,2023,July,Cheese Dosa,85,28.05,463
KTC,2023,July,Garlic Dosa,90,27.0,196
KTC,2023,July,Mysore Masala,50,15.5,74
KTC,2023,July,Ghee Mysore Dosa,85,28.05,154
KTC,2023,July,Podi Idli,50,16.5,458
KTC,2023,July,Mini Idli,50,17.0,432
KTC,2023,July,Idli Vada Combo,130,42.9,486
KTC,2023,July,Dosa Vada Combo,50,15.5,474
KTC,2023,July,Upma Pesarattu Combo,140,43.4,228
KTC,2023,July,South Indian Meals,55,17.6,218
KTC,2023,July,Veg Meals,90,29.7,494
KTC,2023,July,Thali,130,42.9,488
KTC,2023,July,Chapati,75,23.25,451
KTC,2023,July,Phulka,130,42.9,460
KTC,2023,July,Veg Curry,95,30.4,475
KTC,2023,July,Dal Fry,125,41.25,477
KTC,2023,July,Sambar,110,36.3,263
KTC,2023,July,Rasam,55,18.15,362
KTC,2023,July,Curd,100,32.0,381
KTC,2023,July,Buttermilk,60,19.8,57
KTC,2023,July,Lassi,105,32.55,488
KTC,2023,July,Fresh Juice,40,12.8,72
KTC,2023,July,Mango Lassi,140,44.8,420
KTC,2023,July,Sweet Lassi,150,45.0,182
KTC,2023,July,Jeera Rice,120,37.2,144
KTC,2023,July,Boiled Rice,45,15.3,152
KTC,2023,July,Steamed Veg,75,23.25,302
KTC,2023,July,Veg Salad,45,14.4,281
KTC,2023,July,Papad,110,34.1,271
KTC,2023,July,Pickle,40,12.4,316
KTC,2023,July,Chutney,75,22.5,395
KTC,2023,July,Sambar Vada,140,43.4,85
KTC,2023,July,Coconut Chutney,100,30.0,305
KTC,2023,July,Mint Chutney,50,15.0,162
KTC,2023,July,Tomato Chutney,95,29.45,406
KTC,2023,July,Ginger Tea,135,41.85,343
KTC,2023,July,Masala Tea,105,35.7,241
KTC,2023,July,Lemon Tea,75,25.5,346
KTC,2023,July,Soup,100,31.0,99
KTC,2023,July,Tomato Soup,90,28.8,167
KTC,2023,July,Veg Soup,95,32.3,294
KTC,2023,July,Sweet Pongal,70,23.8,386
KTC,2023,July,Dry Fruit Halwa,50,17.0,349
KTC,2023,July,Gulab Jamun,65,20.15,263
KTC,2023,July,Kesari,95,31.35,500
KTC,2023,July,Payasam,40,12.8,178
KTC,2023,August,Idli,80,26.4,288
KTC,2023,August,Vada,145,44.95,423
KTC,2023,August,Dosa,150,48.0,405
KTC,2023,August,Masala Dosa,75,23.25,121
KTC,2023,August,Onion Dosa,70,23.1,325
KTC,2023,August,Set Dosa,60,20.4,354
KTC,2023,August,Rava Dosa,90,29.7,478
KTC,2023,August,Paneer Dosa,65,20.15,216
KTC,2023,August,Ghee Roast,110,34.1,179
KTC,2023,August,Uttapam,125,38.75,157
KTC,2023,August,Onion Uttapam,40,13.2,396
KTC,2023,August,Tomato Uttapam,45,15.3,343
KTC,2023,August,Pongal,55,16.5,494
KTC,2023,August,Upma,80,24.8,197
KTC,2023,August,Poori Bhaji,115,35.65,423
KTC,2023,August,Kesari Bath,120,39.6,84
KTC,2023,August,Mini Tiffin,130,41.6,308
KTC,2023,August,Ghee Idli,65,20.15,420
KTC,2023,August,Ragi Dosa,45,14.85,314
KTC,2023,August,Neer Dosa,135,41.85,161
KTC,2023,August,Appam,140,43.4,490
KTC,2023,August,Idiappam,125,40.0,58
KTC,2023,August,Steamed Rice,85,28.9,36
KTC,2023,August,Lemon Rice,65,20.8,398
KTC,2023,August,Tomato Rice,115,35.65,166
KTC,2023,August,Curd Rice,50,16.5,463
KTC,2023,August,Sambar Rice,140,42.0,479
KTC,2023,August,Bisibele Bath,140,43.4,161
KTC,2023,August,Veg Pulao,115,34.5,460
KTC,2023,August,Veg Kurma,150,46.5,248
KTC,2023,August,Chapati Kurma,75,24.75,382
KTC,2023,August,Parotta,120,39.6,80
KTC,2023,August,Kothu Parotta,95,31.35,312
KTC,2023,August,Chole Batura,55,17.6,457
KTC,2023,August,Bhature,115,37.95,270
KTC,2023,August,Pesarattu,50,16.5,429
KTC,2023,August,Rava Idli,140,46.2,67
KTC,2023,August,Medu Vada,65,22.1,458
KTC,2023,August,Kharabath,110,34.1,169
KTC,2023,August,Kichdi,115,36.8,500
KTC,2023,August,Sagu Dosa,65,19.5,359
KTC,2023,August,Benne Dosa,40,12.4,246
KTC,2023,August,Veg Biryani,45,13.5,427
KTC,2023,August,Tamarind Rice,55,17.05,323
KTC,2023,August,Palak Dosa,50,16.5,404
KTC,2023,August,Coconut Rice,95,31.35,464
KTC,2023,August,Bun Dosa,100,31.0,414
KTC,2023,August,Dahi Vada,145,47.85,51
KTC,2023,August,Veg Sandwich,135,43.2,140
KTC,2023,August,Tea,55,16.5,489
KTC,2023,August,Coffee,95,31.35,161
KTC,2023,August,Filter Coffee,130,44.2,335
KTC,2023,August,Butter Dosa,85,28.05,78
KTC,2023,August,Plain Dosa,80,25.6,390
KTC,2023,August,Cheese Dosa,85,25.5,69
KTC,2023,August,Garlic Dosa,90,30.6,489
KTC,2023,August,Mysore Masala,50,15.5,146
KTC,2023,August,Ghee Mysore Dosa,85,25.5,26
KTC,2023,August,Podi Idli,50,16.5,278
KTC,2023,August,Mini Idli,50,16.5,97
KTC,2023,August,Idli Vada Combo,130,44.2,298
KTC,2023,August,Dosa Vada Combo,50,16.0,409
KTC,2023,August,Upma Pesarattu Combo,140,42.0,345
KTC,2023,August,South Indian Meals,55,17.6,47
KTC,2023,August,Veg Meals,90,29.7,462
KTC,2023,August,Thali,130,41.6,133
KTC,2023,August,Chapati,75,24.75,250
KTC,2023,August,Phulka,130,42.9,309
KTC,2023,August,Veg Curry,95,30.4,125
KTC,2023,August,Dal Fry,125,40.0,164
KTC,2023,August,Sambar,110,34.1,468
KTC,2023,August,Rasam,55,16.5,341
KTC,2023,August,Curd,100,32.0,384
KTC,2023,August,Buttermilk,60,19.8,490
KTC,2023,August,Lassi,105,32.55,23
KTC,2023,August,Fresh Juice,40,13.2,95
KTC,2023,August,Mango Lassi,140,42.0,461
KTC,2023,August,Sweet Lassi,150,46.5,227
KTC,2023,August,Jeera Rice,120,37.2,26
KTC,2023,August,Boiled Rice,45,14.85,317
KTC,2023,August,Steamed Veg,75,24.75,121
KTC,2023,August,Veg Salad,45,13.95,432
KTC,2023,August,Papad,110,34.1,495
KTC,2023,August,Pickle,40,12.0,407
KTC,2023,August,Chutney,75,23.25,168
KTC,2023,August,Sambar Vada,140,42.0,52
KTC,2023,August,Coconut Chutney,100,31.0,134
KTC,2023,August,Mint Chutney,50,15.5,302
KTC,2023,August,Tomato Chutney,95,28.5,77
KTC,2023,August,Ginger Tea,135,41.85,381
KTC,2023,August,Masala Tea,105,34.65,235
KTC,2023,August,Lemon Tea,75,24.0,87
KTC,2023,August,Soup,100,31.0,380
KTC,2023,August,Tomato Soup,90,27.0,235
KTC,2023,August,Veg Soup,95,32.3,405
KTC,2023,August,Sweet Pongal,70,22.4,470
KTC,2023,August,Dry Fruit Halwa,50,16.0,234
KTC,2023,August,Gulab Jamun,65,21.45,347
KTC,2023,August,Kesari,95,31.35,439
KTC,2023,August,Payasam,40,12.8,451
KTC,2023,September,Idli,80,26.4,214
KTC,2023,September,Vada,145,49.3,126
KTC,2023,September,Dosa,150,48.0,427
KTC,2023,September,Masala Dosa,75,24.75,445
KTC,2023,September,Onion Dosa,70,21.7,306
KTC,2023,September,Set Dosa,60,18.6,328
KTC,2023,September,Rava Dosa,90,30.6,214
KTC,2023,September,Paneer Dosa,65,20.15,434
KTC,2023,September,Ghee Roast,110,33.0,63
KTC,2023,September,Uttapam,125,41.25,280
KTC,2023,September,Onion Uttapam,40,13.2,276
KTC,2023,September,Tomato Uttapam,45,13.95,431
KTC,2023,September,Pongal,55,16.5,449
KTC,2023,September,Upma,80,26.4,145
KTC,2023,September,Poori Bhaji,115,37.95,467
KTC,2023,September,Kesari Bath,120,37.2,78
KTC,2023,September,Mini Tiffin,130,41.6,379
KTC,2023,September,Ghee Idli,65,22.1,303
KTC,2023,September,Ragi Dosa,45,13.5,476
KTC,2023,September,Neer Dosa,135,43.2,440
KTC,2023,September,Appam,140,43.4,23
KTC,2023,September,Idiappam,125,40.0,373
KTC,2023,September,Steamed Rice,85,26.35,294
KTC,2023,September,Lemon Rice,65,21.45,112
KTC,2023,September,Tomato Rice,115,37.95,479
KTC,2023,September,Curd Rice,50,16.0,421
KTC,2023,September,Sambar Rice,140,47.6,294
KTC,2023,September,Bisibele Bath,140,44.8,122
KTC,2023,September,Veg Pulao,115,37.95,185
KTC,2023,September,Veg Kurma,150,46.5,349
KTC,2023,September,Chapati Kurma,75,24.75,435
KTC,2023,September,Parotta,120,37.2,61
KTC,2023,September,Kothu Parotta,95,29.45,362
KTC,2023,September,Chole Batura,55,17.6,373
KTC,2023,September,Bhature,115,36.8,284
KTC,2023,September,Pesarattu,50,16.5,251
KTC,2023,September,Rava Idli,140,46.2,78
KTC,2023,September,Medu Vada,65,20.8,340
KTC,2023,September,Kharabath,110,36.3,267
KTC,2023,September,Kichdi,115,37.95,49
KTC,2023,September,Sagu Dosa,65,20.15,230
KTC,2023,September,Benne Dosa,40,13.2,25
KTC,2023,September,Veg Biryani,45,13.95,412
KTC,2023,September,Tamarind Rice,55,17.05,490
KTC,2023,September,Palak Dosa,50,15.5,437
KTC,2023,September,Coconut Rice,95,28.5,272
KTC,2023,September,Bun Dosa,100,34.0,38
KTC,2023,September,Dahi Vada,145,46.4,68
KTC,2023,September,Veg Sandwich,135,45.9,482
KTC,2023,September,Tea,55,17.05,480
KTC,2023,September,Coffee,95,31.35,209
KTC,2023,September,Filter Coffee,130,44.2,23
KTC,2023,September,Butter Dosa,85,27.2,202
KTC,2023,September,Plain Dosa,80,25.6,30
KTC,2023,September,Cheese Dosa,85,25.5,92
KTC,2023,September,Garlic Dosa,90,27.9,241
KTC,2023,September,Mysore Masala,50,16.5,460
KTC,2023,September,Ghee Mysore Dosa,85,27.2,499
KTC,2023,September,Podi Idli,50,16.0,298
KTC,2023,September,Mini Idli,50,15.0,177
KTC,2023,September,Idli Vada Combo,130,41.6,443
KTC,2023,September,Dosa Vada Combo,50,16.0,165
KTC,2023,September,Upma Pesarattu Combo,140,47.6,26
KTC,2023,September,South Indian Meals,55,18.7,281
KTC,2023,September,Veg Meals,90,29.7,241
KTC,2023,September,Thali,130,42.9,190
KTC,2023,September,Chapati,75,23.25,143
KTC,2023,September,Phulka,130,41.6,488
