Date,Location,Total Sales,Swiggy,Zomato,Card Sales,UPI,Dineout,Zomato Pro,Expenses,Expected Cash Sales,Actual Cash Sales,Year,Month
30-12-2023 00:00,KTC,162477,33079,37399,19876,15466,4970,4911,8911,37865,38312,2023,December
30-12-2023 00:00,Khorlim,181220,27503,33966,13135,15333,4028,4232,9917,73106,72902,2023,December
30-12-2023 00:00,Margao,188828,32504,38243,9216,5852,4752,2522,8907,86832,87270,2023,December
30-12-2023 00:00,Panaji,106805,28037,30897,13212,7853,4462,1574,9580,11190,11049,2023,December
30-12-2023 00:00,Porvorim,179137,27010,33181,15435,18953,3002,4230,9587,67739,66788,2023,December
30-12-2023 00:00,Siolim,150736,27838,36911,5720,14305,4912,3016,9658,48376,48264,2023,December
31-12-2023 00:00,Baga,137407,33148,33843,17774,11695,1548,3463,7347,28589,29284,2023,December
31-12-2023 00:00,KTC,145528,25568,37444,16498,12301,2098,4737,8137,38745,38646,2023,December
31-12-2023 00:00,Khorlim,116082,32960,33480,18517,14292,1302,3876,9406,2249,1693,2023,December
31-12-2023 00:00,Margao,112501,32915,32274,9250,12463,1552,4386,5268,14393,15312,2023,December
31-12-2023 00:00,Panaji,169830,31261,30334,12882,6884,1475,2342,7231,77421,77571,2023,December
31-12-2023 00:00,Porvorim,106479,26703,32182,11041,12604,2096,2124,9362,10367,11284,2023,December
31-12-2023 00:00,Siolim,129186,33360,33888,14008,16143,1499,1269,9433,19586,19284,2023,December
01-01-2024 00:00,Baga,119798,30551,36060,8138,12995,1407,3752,7333,19562,18861,2024,January
01-01-2024 00:00,KTC,133654,25434,33246,11232,7578,2894,4519,6681,42070,41704,2024,January
01-01-2024 00:00,Khorlim,108383,28978,30116,15284,12365,3990,2189,5967,9494,9748,2024,January
01-01-2024 00:00,Margao,100405,26608,30138,10500,16886,2288,2041,5794,6150,6631,2024,January
01-01-2024 00:00,Panaji,171460,33547,35048,17902,5453,4513,3865,5119,66013,65808,2024,January
01-01-2024 00:00,Porvorim,112734,33335,37248,12392,13878,3655,3707,5545,2974,3522,2024,January
01-01-2024 00:00,Siolim,117453,33298,30183,14144,12446,4001,2459,5718,15204,16061,2024,January
02-01-2024 00:00,Baga,126285,31545,31336,12087,19737,4695,1214,5128,20543,20583,2024,January
02-01-2024 00:00,KTC,128082,27343,33149,19640,18737,4422,2397,8862,13532,13569,2024,January
02-01-2024 00:00,Khorlim,151656,25901,30482,15435,15734,4306,4438,8463,46897,46767,2024,January
02-01-2024 00:00,Margao,112699,32408,37880,10991,17297,4148,2994,5983,998,1344,2024,January
02-01-2024 00:00,Panaji,168799,27952,36429,19617,16408,3228,4558,9828,50779,50857,2024,January
02-01-2024 00:00,Porvorim,139320,27635,30728,7527,14063,4551,4409,5735,44672,44621,2024,January
02-01-2024 00:00,Siolim,164138,33796,30377,19953,19932,4489,2969,8566,44056,43216,2024,January
03-01-2024 00:00,Baga,100933,29503,38353,11241,6521,4153,1476,5071,4615,3740,2024,January
03-01-2024 00:00,KTC,139563,31673,35708,13191,11072,3533,2399,6129,35858,36467,2024,January
03-01-2024 00:00,Khorlim,145895,32379,31645,16834,19063,2770,4508,9235,29461,29463,2024,January
03-01-2024 00:00,Margao,130042,32616,34632,11603,16715,2210,4939,8669,18658,17894,2024,January
03-01-2024 00:00,Panaji,122653,31684,37562,12038,14996,2904,2259,7936,13274,13717,2024,January
03-01-2024 00:00,Porvorim,116052,32151,33201,16712,5900,3797,4134,8831,11326,11465,2024,January
03-01-2024 00:00,Siolim,153435,32061,35671,15687,17723,4033,1350,5022,41888,42278,2024,January
04-01-2024 00:00,Baga,152283,29800,32263,14445,5075,3820,4957,7945,53978,54798,2024,January
04-01-2024 00:00,KTC,146964,31408,36788,14918,8510,3485,1331,5281,45243,45038,2024,January
04-01-2024 00:00,Khorlim,126154,26591,37807,14726,13528,1941,3614,7026,20921,20790,2024,January
04-01-2024 00:00,Margao,148542,31125,33163,17624,8532,4885,2292,8391,42530,42409,2024,January
04-01-2024 00:00,Panaji,123587,29647,39828,8882,14312,1785,4237,9379,15517,15220,2024,January
04-01-2024 00:00,Porvorim,144845,33110,30186,8969,5966,4598,2427,5433,54156,54827,2024,January
04-01-2024 00:00,Siolim,199511,33453,30677,10430,7071,1078,2919,7331,106552,106305,2024,January
05-01-2024 00:00,Baga,196186,29726,39678,6724,12154,4103,3839,7271,92691,92705,2024,January
05-01-2024 00:00,KTC,122650,31852,36426,15702,14077,4886,2133,6661,10913,10387,2024,January
05-01-2024 00:00,Khorlim,190521,33051,38252,16612,12866,3270,3939,8563,73968,73608,2024,January
05-01-2024 00:00,Margao,195255,32454,31617,10487,9767,3788,4043,9328,93771,93551,2024,January
05-01-2024 00:00,Panaji,161968,31311,35620,8256,7296,4299,2970,8114,64102,63474,2024,January
05-01-2024 00:00,Porvorim,123608,25497,38073,10361,19904,3215,4458,9443,12657,12503,2024,January
05-01-2024 00:00,Siolim,147567,31356,38069,11193,18784,2970,2748,7917,34530,33990,2024,January
06-01-2024 00:00,Baga,125000,28789,35725,8856,10231,3950,2622,7838,26989,27911,2024,January
06-01-2024 00:00,KTC,160756,33190,30690,5297,17328,3478,2879,7268,60626,60636,2024,January
06-01-2024 00:00,Khorlim,153127,26660,39108,6861,14104,1299,1741,7023,56331,56648,2024,January
06-01-2024 00:00,Margao,102505,29651,30000,8231,19188,4646,3872,5654,1263,660,2024,January
06-01-2024 00:00,Panaji,127546,28142,30158,14059,11134,2935,2999,5322,32797,33263,2024,January
06-01-2024 00:00,Porvorim,122482,32794,34633,12868,17456,2257,3646,9074,9754,9769,2024,January
06-01-2024 00:00,Siolim,105168,33424,31468,12321,13508,2049,2316,6278,3804,3128,2024,January
07-01-2024 00:00,Baga,117272,26614,39171,19997,12336,2860,1073,9006,6215,6060,2024,January
07-01-2024 00:00,KTC,116976,28567,30801,16972,7717,4757,1093,7650,19419,18451,2024,January
07-01-2024 00:00,Khorlim,176627,28866,38011,15003,19043,4696,3435,5895,61678,62088,2024,January
07-01-2024 00:00,Margao,115228,26911,30218,10148,7648,4939,3741,8301,23322,23820,2024,January
07-01-2024 00:00,Panaji,183431,25641,31234,12103,18299,1339,2794,6084,85937,86875,2024,January
07-01-2024 00:00,Porvorim,106649,27122,32325,9369,16873,3483,2350,8253,6874,6910,2024,January
07-01-2024 00:00,Siolim,129734,34495,31927,7482,7809,4416,4011,7924,31670,31306,2024,January
08-01-2024 00:00,Baga,139270,26608,38308,11371,5400,2286,2417,8405,44475,45078,2024,January
08-01-2024 00:00,KTC,190052,31294,38234,13465,17438,2830,4644,7850,74297,73623,2024,January
08-01-2024 00:00,Khorlim,114666,32695,36693,10670,6349,1952,3460,6363,16484,16362,2024,January
08-01-2024 00:00,Margao,171491,30375,34784,12534,14630,2818,3795,5621,66934,66915,2024,January
08-01-2024 00:00,Panaji,186778,30443,35177,6355,15031,1183,3029,9129,86431,86671,2024,January
08-01-2024 00:00,Porvorim,138694,30016,33984,16481,6816,1557,3595,6763,39482,40347,2024,January
08-01-2024 00:00,Siolim,110174,28131,33685,13218,13091,1778,3173,6022,11076,11296,2024,January
09-01-2024 00:00,Baga,163345,27517,32575,19246,16844,4578,4963,7277,50345,49541,2024,January
09-01-2024 00:00,KTC,167501,34774,38715,19454,14324,2517,3582,5126,49009,49734,2024,January
09-01-2024 00:00,Khorlim,149058,32245,32956,17543,15289,2173,1146,8161,39545,39158,2024,January
09-01-2024 00:00,Margao,139046,33899,36753,16984,13773,3587,4485,5213,24352,24355,2024,January
09-01-2024 00:00,Panaji,128171,30087,35947,12485,16395,2839,2001,5519,22898,22201,2024,January
09-01-2024 00:00,Porvorim,162225,26023,38622,9417,16011,2091,2341,6917,60803,61289,2024,January
09-01-2024 00:00,Siolim,140333,28440,32883,6092,17404,2025,3500,5796,44193,44012,2024,January
10-01-2024 00:00,Baga,159741,27462,32099,19070,12942,4370,3978,8753,51067,50746,2024,January
10-01-2024 00:00,KTC,148548,31172,36590,11431,11122,2440,2657,8523,44613,45008,2024,January
10-01-2024 00:00,Khorlim,139789,32380,37891,10437,6046,1755,2411,8217,40652,40077,2024,January
10-01-2024 00:00,Margao,182002,26552,34210,7776,15878,3022,2593,8841,83130,83613,2024,January
10-01-2024 00:00,Panaji,143974,27274,30091,18868,12836,4579,3653,7427,39246,39525,2024,January
10-01-2024 00:00,Porvorim,112191,32388,34725,10691,6335,4030,1633,7584,14805,14650,2024,January
10-01-2024 00:00,Siolim,190433,30650,30329,11729,14803,2469,4454,7827,88172,87565,2024,January
11-01-2024 00:00,Baga,188579,31544,32550,11327,16396,4904,3377,9573,78908,78877,2024,January
11-01-2024 00:00,KTC,186973,28042,32377,15577,15133,4853,4475,5678,80838,80480,2024,January
11-01-2024 00:00,Khorlim,127964,30840,34894,17111,19888,4082,4888,7597,8664,8622,2024,January
11-01-2024 00:00,Margao,145405,29592,36546,8228,16100,2515,2595,6412,43417,42818,2024,January
11-01-2024 00:00,Panaji,103302,27231,33439,19992,7996,3318,3764,5339,2223,2137,2024,January
11-01-2024 00:00,Porvorim,121830,25257,30703,19322,13446,3399,3872,8639,17192,16405,2024,January
11-01-2024 00:00,Siolim,168196,25470,39319,10088,16246,1928,1413,5093,68639,68722,2024,January
12-01-2024 00:00,Baga,196088,33491,36599,14095,14604,2660,4846,8530,81263,81263,2024,January
12-01-2024 00:00,KTC,118549,29453,32838,6302,10385,4411,4539,6745,23876,24645,2024,January
12-01-2024 00:00,Khorlim,139264,26163,31567,7432,19813,1803,2934,6716,42836,43672,2024,January
12-01-2024 00:00,Margao,195542,32251,38887,9411,18511,1234,2542,5364,87342,86743,2024,January
12-01-2024 00:00,Panaji,187490,33899,36219,9192,15805,2181,4056,7368,78770,79288,2024,January
12-01-2024 00:00,Porvorim,199679,34777,39237,6519,14348,1212,2636,5483,95467,95554,2024,January
12-01-2024 00:00,Siolim,158227,32493,38252,19475,10125,3760,4240,7565,42317,42991,2024,January
13-01-2024 00:00,Baga,159253,30964,33416,5648,5496,1005,3480,8776,70468,71005,2024,January
13-01-2024 00:00,KTC,132114,32172,32696,17566,12463,4703,2632,6356,23526,23437,2024,January
13-01-2024 00:00,Khorlim,100163,31488,33752,7348,9718,2798,3099,6633,5327,4659,2024,January
13-01-2024 00:00,Margao,154854,27693,37412,13330,9412,2917,3678,9776,50636,50365,2024,January
13-01-2024 00:00,Panaji,164289,32738,32017,15078,19288,4967,1275,5382,53544,53273,2024,January
13-01-2024 00:00,Porvorim,183713,30172,39961,7117,14037,2667,3546,8990,77223,77255,2024,January
13-01-2024 00:00,Siolim,122764,26118,38768,15508,10119,1278,4738,5148,21087,21169,2024,January
14-01-2024 00:00,Baga,104738,28390,33962,10571,5229,4326,1345,8851,12064,12496,2024,January
14-01-2024 00:00,KTC,166863,26026,36499,7994,15455,4574,1990,9790,64535,65162,2024,January
14-01-2024 00:00,Khorlim,172786,33002,33557,19502,5174,3089,2691,9455,66316,66918,2024,January
14-01-2024 00:00,Margao,103641,25985,31215,11662,13361,2759,2213,5384,11062,10474,2024,January
14-01-2024 00:00,Panaji,188455,25612,33387,14647,8689,3000,4294,8378,90448,89461,2024,January
14-01-2024 00:00,Porvorim,140903,29518,31875,8543,7696,1037,2439,5249,54546,53985,2024,January
14-01-2024 00:00,Siolim,165252,32020,32192,16452,10370,4786,3510,9966,55956,56534,2024,January
15-01-2024 00:00,Baga,122386,27593,33804,18902,5071,2630,3923,5738,24725,25265,2024,January
15-01-2024 00:00,KTC,176691,33749,31860,12139,17881,4606,4061,5992,66403,65516,2024,January
15-01-2024 00:00,Khorlim,114771,29328,31759,15334,18812,2095,2802,9115,5526,4529,2024,January
15-01-2024 00:00,Margao,147837,31957,31234,18748,19530,4227,1632,8222,32287,32057,2024,January
15-01-2024 00:00,Panaji,124594,29475,36334,18548,19032,2189,1532,8261,9223,10129,2024,January
15-01-2024 00:00,Porvorim,159817,33329,37987,18800,5492,2599,3426,6186,51998,51212,2024,January
15-01-2024 00:00,Siolim,190461,31785,37257,16994,8769,1825,4736,9377,79718,79497,2024,January
16-01-2024 00:00,Baga,177085,28991,32395,19577,14596,4037,3903,9644,63942,63783,2024,January
16-01-2024 00:00,KTC,173856,30535,34991,7579,11176,2258,3097,8631,75589,76513,2024,January
16-01-2024 00:00,Khorlim,155702,32547,34099,16636,9659,4825,3552,6480,47904,47757,2024,January
16-01-2024 00:00,Margao,162027,25361,32261,5284,14082,1132,3687,5086,75134,74219,2024,January
16-01-2024 00:00,Panaji,199687,34691,34813,14385,13624,3553,1590,7308,89723,89519,2024,January
16-01-2024 00:00,Porvorim,160052,32258,35801,15869,9794,1722,2956,5560,56092,56278,2024,January
16-01-2024 00:00,Siolim,104429,28040,38188,15668,5503,2667,1630,7139,5594,5029,2024,January
17-01-2024 00:00,Baga,133409,28914,32257,15183,9405,2677,1832,8059,35082,35632,2024,January
17-01-2024 00:00,KTC,177460,26375,36171,11041,18704,2113,4592,8054,70410,69524,2024,January
17-01-2024 00:00,Khorlim,158069,26206,38021,19258,18189,2722,1461,9465,42747,43112,2024,January
17-01-2024 00:00,Margao,171940,32584,31090,18314,8367,3257,4082,6654,67592,66945,2024,January
17-01-2024 00:00,Panaji,100733,31539,37797,11281,7492,2634,1547,6919,1524,2276,2024,January
17-01-2024 00:00,Porvorim,129097,25218,35972,8556,10077,3725,2287,7591,35671,35079,2024,January
17-01-2024 00:00,Siolim,178347,27934,33567,6536,9552,1850,3281,6905,88722,87800,2024,January
18-01-2024 00:00,Baga,112257,30248,37841,8661,5484,4218,2100,7838,15867,15263,2024,January
18-01-2024 00:00,KTC,135897,25354,35604,17582,7463,1442,3294,9378,35780,35137,2024,January
18-01-2024 00:00,Khorlim,108176,31577,30751,7402,12721,3318,2833,9207,10367,10188,2024,January
18-01-2024 00:00,Margao,163774,26563,30835,18399,7977,2533,1744,9025,66698,66700,2024,January
18-01-2024 00:00,Panaji,194269,26189,34864,8960,17297,2410,3816,7500,93233,92277,2024,January
18-01-2024 00:00,Porvorim,120119,26756,38009,9233,11955,2069,1166,9845,21086,21102,2024,January
18-01-2024 00:00,Siolim,113374,32736,32993,11828,9461,1071,4782,8477,12026,11941,2024,January
19-01-2024 00:00,Baga,126545,28984,32403,10592,6229,2806,4815,5575,35141,35705,2024,January
19-01-2024 00:00,KTC,142733,26316,35933,10684,8411,2369,3315,7751,47954,48013,2024,January
19-01-2024 00:00,Khorlim,154516,26399,36499,5280,11546,3733,3801,8668,58590,58700,2024,January
19-01-2024 00:00,Margao,178437,25772,36612,7987,6567,3145,4929,8502,84923,85400,2024,January
19-01-2024 00:00,Panaji,131434,30427,32368,8561,9897,2280,2502,7120,38279,38089,2024,January
19-01-2024 00:00,Porvorim,164182,25604,39811,13213,19726,1284,4963,9257,50324,49898,2024,January
19-01-2024 00:00,Siolim,168302,33468,30659,6130,14973,4821,3471,8703,66077,66620,2024,January
20-01-2024 00:00,Baga,110160,25762,35280,11907,8749,1156,3462,8132,15712,15651,2024,January
20-01-2024 00:00,KTC,181573,29610,30784,13636,13669,2350,4566,8036,78922,78937,2024,January
20-01-2024 00:00,Khorlim,171239,29949,38985,6524,19387,3948,1320,9367,61759,62548,2024,January
20-01-2024 00:00,Margao,107521,28050,39769,7006,8376,4438,3706,7373,8803,8985,2024,January
20-01-2024 00:00,Panaji,184947,26265,32198,14733,16604,4252,2277,8753,79865,80356,2024,January
20-01-2024 00:00,Porvorim,123839,34974,36633,11846,10397,2669,3744,8852,14724,14042,2024,January
20-01-2024 00:00,Siolim,174859,29338,35156,13620,15940,4837,4526,9574,61868,61934,2024,January
21-01-2024 00:00,Baga,184403,27360,37326,14158,12259,3218,1804,9669,78609,78864,2024,January
21-01-2024 00:00,KTC,157046,29245,32110,18047,15681,4073,4605,7288,45997,46630,2024,January
21-01-2024 00:00,Khorlim,155834,28435,39053,18911,19919,3312,4308,7678,34218,34559,2024,January
21-01-2024 00:00,Margao,153490,27873,35480,15657,9151,1114,2693,8280,53242,53266,2024,January
21-01-2024 00:00,Panaji,124810,25780,32475,7055,8193,3302,3565,6211,38229,38621,2024,January
21-01-2024 00:00,Porvorim,112500,34246,37343,15303,8779,1143,4941,9692,1053,543,2024,January
21-01-2024 00:00,Siolim,166825,27383,36905,10639,6379,3049,3651,5945,72874,72703,2024,January
22-01-2024 00:00,Baga,131527,33427,36330,14077,13946,4221,1798,6061,21667,22551,2024,January
22-01-2024 00:00,KTC,194193,28639,34424,8785,13774,4973,2646,6733,94219,94816,2024,January
22-01-2024 00:00,Khorlim,198704,26994,32397,11544,17666,3044,1469,7701,97889,98214,2024,January
22-01-2024 00:00,Margao,146230,25871,31941,19042,16417,1061,4072,6719,41107,40568,2024,January
22-01-2024 00:00,Panaji,178558,29406,32699,8496,9855,4102,4935,9137,79928,79219,2024,January
22-01-2024 00:00,Porvorim,197515,31750,34262,5449,5258,4439,4680,9297,102380,101562,2024,January
22-01-2024 00:00,Siolim,166715,32907,33761,10154,17316,1925,3531,9343,57778,57999,2024,January
23-01-2024 00:00,Baga,144275,25783,34765,9227,15777,3761,1096,7886,45980,46234,2024,January
23-01-2024 00:00,KTC,149422,32875,36416,5170,7892,4151,1742,8058,53118,53982,2024,January
23-01-2024 00:00,Khorlim,185142,30450,30313,12566,6690,3980,3675,7572,89896,88950,2024,January
23-01-2024 00:00,Margao,173851,31711,39221,6540,12842,4287,2726,6435,70089,70969,2024,January
23-01-2024 00:00,Panaji,193076,29484,39837,6378,6290,3821,2841,6465,97960,98556,2024,January
23-01-2024 00:00,Porvorim,181371,26991,31846,16086,14774,3604,1735,9550,76785,76463,2024,January
23-01-2024 00:00,Siolim,111178,30656,30231,8391,19994,1707,4131,9462,6606,7303,2024,January
24-01-2024 00:00,Baga,199733,27625,34399,14603,16696,3003,3790,6336,93281,93039,2024,January
24-01-2024 00:00,KTC,126595,30864,37722,18859,8635,3648,4561,9302,13004,13546,2024,January
24-01-2024 00:00,Khorlim,149515,32031,35567,9119,17548,4056,1403,6203,43588,43467,2024,January
24-01-2024 00:00,Margao,198239,29799,35918,20000,12335,4242,2895,6799,86251,85310,2024,January
24-01-2024 00:00,Panaji,123513,27686,31742,9283,16271,1007,2601,8632,26291,26324,2024,January
24-01-2024 00:00,Porvorim,150520,32985,33499,15696,14511,4232,4858,6226,38513,39144,2024,January
24-01-2024 00:00,Siolim,163489,25751,34275,5159,10431,3826,3346,8156,72545,71902,2024,January
25-01-2024 00:00,Baga,121075,34726,33930,12210,8410,1680,4067,6898,19154,19310,2024,January
25-01-2024 00:00,KTC,147945,26228,34519,6152,18361,2643,1395,8491,50156,49375,2024,January
25-01-2024 00:00,Khorlim,151035,34739,33470,17247,19384,3106,4703,7329,31057,32023,2024,January
25-01-2024 00:00,Margao,176156,27985,34485,19038,13947,3049,4118,6322,67212,66816,2024,January
25-01-2024 00:00,Panaji,133227,25839,36657,16812,9525,2122,3421,7912,30939,31905,2024,January
25-01-2024 00:00,Porvorim,154813,32851,34016,11439,7871,3264,2314,7496,55562,55204,2024,January
25-01-2024 00:00,Siolim,125258,31093,34145,15442,12067,3112,2949,6962,19488,18510,2024,January
26-01-2024 00:00,Baga,120272,28565,36526,9255,17482,4075,2141,8300,13928,13900,2024,January
26-01-2024 00:00,KTC,111282,26304,31149,13050,13574,1745,1415,6757,17288,17279,2024,January
26-01-2024 00:00,Khorlim,126169,25167,38629,12433,13026,2592,1301,6900,26121,26709,2024,January
26-01-2024 00:00,Margao,112396,27423,38243,6830,10733,3371,2916,6544,16336,17057,2024,January
26-01-2024 00:00,Panaji,124253,29866,37808,17980,12425,2408,2495,8618,12653,12644,2024,January
26-01-2024 00:00,Porvorim,196687,29700,34221,18637,6585,4608,3802,5897,93237,92685,2024,January
26-01-2024 00:00,Siolim,143081,32094,31880,5220,17859,4367,4616,9255,37790,37677,2024,January
27-01-2024 00:00,Baga,147549,26795,34152,6960,19037,2888,2902,6127,48688,49622,2024,January
27-01-2024 00:00,KTC,121655,26738,39891,12407,19297,3950,1645,5757,11970,12319,2024,January
27-01-2024 00:00,Khorlim,110919,29072,37055,8921,13461,2819,4811,5814,8966,9796,2024,January
27-01-2024 00:00,Margao,172424,32747,35767,17887,7667,3229,4321,9180,61626,61187,2024,January
27-01-2024 00:00,Panaji,130368,31766,39223,9111,18677,1155,2702,9386,18348,19090,2024,January
27-01-2024 00:00,Porvorim,145328,34161,38589,19804,12946,1502,2447,7987,27892,28492,2024,January
27-01-2024 00:00,Siolim,151576,27689,30773,18799,5747,3522,2084,8090,54872,55843,2024,January
28-01-2024 00:00,Baga,116429,33897,33616,11335,5294,1988,1732,5339,23228,23905,2024,January
28-01-2024 00:00,KTC,128022,25216,37168,16112,15024,1606,4597,6439,21860,22479,2024,January
28-01-2024 00:00,Khorlim,140773,34058,34185,15210,15135,2122,1004,7777,31282,31284,2024,January
28-01-2024 00:00,Margao,157587,31751,30282,18970,19524,1914,4587,5934,44625,45467,2024,January
28-01-2024 00:00,Panaji,139589,30785,34814,17280,17648,4010,3851,5079,26122,25196,2024,January
28-01-2024 00:00,Porvorim,156465,25668,37388,13515,9550,1602,4816,9096,54830,55640,2024,January
28-01-2024 00:00,Siolim,194554,29645,34414,10125,5902,2999,2732,6692,102045,101722,2024,January
29-01-2024 00:00,Baga,188944,29569,39448,5457,7912,3049,2170,5462,95877,95361,2024,January
29-01-2024 00:00,KTC,180833,27746,36282,9934,11650,1296,3711,9743,80471,79477,2024,January
29-01-2024 00:00,Khorlim,166862,30443,32696,13841,19327,1711,4150,7715,56979,56731,2024,January
29-01-2024 00:00,Margao,188927,28942,37989,16136,11510,2581,1989,5673,84107,83633,2024,January
29-01-2024 00:00,Panaji,129528,31659,39420,12786,19473,1730,3950,7987,12523,11742,2024,January
29-01-2024 00:00,Porvorim,182792,28810,30533,7926,17075,4875,3275,8555,81743,81019,2024,January
29-01-2024 00:00,Siolim,118848,29546,33012,16147,12283,3921,3538,9215,11186,10419,2024,January
30-01-2024 00:00,Baga,160917,31612,38486,16887,16030,1955,3239,8341,44367,43961,2024,January
30-01-2024 00:00,KTC,181671,27030,35606,13120,19676,3932,1539,5850,74918,74908,2024,January
30-01-2024 00:00,Khorlim,108134,33954,36380,11493,7400,3502,2662,9583,3160,2697,2024,January
30-01-2024 00:00,Margao,121058,27285,36271,11092,12476,2122,4547,5746,21519,21569,2024,January
30-01-2024 00:00,Panaji,136867,27256,35236,17013,6314,1594,3953,9049,36452,36388,2024,January
30-01-2024 00:00,Porvorim,167580,32322,38073,10457,8079,4485,2622,5231,66311,66852,2024,January
30-01-2024 00:00,Siolim,152427,32726,35365,5554,13496,4868,3056,9616,47746,48138,2024,January
31-01-2024 00:00,Baga,136527,33702,31267,6776,15808,1079,4660,7338,35897,35298,2024,January
31-01-2024 00:00,KTC,107089,29642,30219,7272,16478,4495,3379,8295,7309,8217,2024,January
31-01-2024 00:00,Khorlim,159049,26706,39531,11768,13553,2824,2359,7666,54642,54967,2024,January
31-01-2024 00:00,Margao,190388,33609,33452,17015,12754,2316,4135,5012,82095,82946,2024,January
31-01-2024 00:00,Panaji,130965,27579,34423,7733,13690,1223,1605,9305,35407,34989,2024,January
31-01-2024 00:00,Porvorim,114487,28969,38946,5280,13655,1800,3268,5629,16940,17576,2024,January
31-01-2024 00:00,Siolim,147000,28722,30969,5877,18939,1314,4666,7377,49136,48746,2024,January
01-02-2024 00:00,Baga,163483,31546,31199,12036,17390,2275,3421,6192,59424,58920,2024,February
01-02-2024 00:00,KTC,190950,26430,39893,8262,9012,4277,2261,5611,95204,94725,2024,February
01-02-2024 00:00,Khorlim,188775,25006,32138,13732,8483,3255,3102,8184,94875,95694,2024,February
01-02-2024 00:00,Margao,181956,29178,39205,7486,9773,1079,2021,5397,87817,86844,2024,February
01-02-2024 00:00,Panaji,159710,31952,33330,8468,13719,2494,3933,6860,58954,58708,2024,February
01-02-2024 00:00,Porvorim,165137,27235,34989,5990,13060,3889,2164,9091,68719,67931,2024,February
01-02-2024 00:00,Siolim,143335,26286,30862,17577,17140,3246,3173,9182,35869,36374,2024,February
02-02-2024 00:00,Baga,180554,28533,33567,14035,5773,4760,1918,9949,82019,81344,2024,February
02-02-2024 00:00,KTC,195927,33552,32299,10990,15523,3074,3905,9931,86653,87217,2024,February
02-02-2024 00:00,Khorlim,157677,27561,36349,17193,14086,2278,3366,9002,47842,48408,2024,February
02-02-2024 00:00,Margao,116183,29695,38817,17472,7253,3582,1154,8911,9299,8731,2024,February
02-02-2024 00:00,Panaji,158744,27243,39172,5851,10963,1912,3259,8542,61802,62405,2024,February
02-02-2024 00:00,Porvorim,130015,34631,30468,12434,15453,4188,3361,7952,21528,21686,2024,February
02-02-2024 00:00,Siolim,188919,27017,35557,15104,18915,2532,1680,5452,82662,83256,2024,February
03-02-2024 00:00,Baga,132142,26142,33337,6654,14058,2805,1162,7051,40933,41278,2024,February
03-02-2024 00:00,KTC,158603,31161,36562,13334,11133,3549,3895,7130,51839,51502,2024,February
03-02-2024 00:00,Khorlim,122787,34480,39593,16534,7322,3560,4744,5358,11196,11059,2024,February
03-02-2024 00:00,Margao,182351,28694,35457,17701,5068,4348,1205,9696,80182,80250,2024,February
03-02-2024 00:00,Panaji,160021,28298,38087,8331,13823,3674,3912,5899,57997,58062,2024,February
03-02-2024 00:00,Porvorim,111264,28512,32758,14163,11440,4444,2242,9240,8465,7929,2024,February
03-02-2024 00:00,Siolim,145280,34391,38825,18756,13272,3879,2762,5510,27885,27027,2024,February
04-02-2024 00:00,Baga,109444,30937,38241,19406,6293,1441,3362,5969,3795,4412,2024,February
04-02-2024 00:00,KTC,179520,26606,37344,17129,13743,2200,3306,9941,69251,69804,2024,February
04-02-2024 00:00,Khorlim,123702,28779,31893,16208,17614,3675,1641,9334,14558,14865,2024,February
04-02-2024 00:00,Margao,160264,33167,32185,15157,17695,2168,2182,9491,48219,47913,2024,February
04-02-2024 00:00,Panaji,108932,29898,33565,13198,15480,4487,1134,5886,5284,4396,2024,February
04-02-2024 00:00,Porvorim,197860,34924,32160,11095,13186,3658,2347,5924,94566,95038,2024,February
04-02-2024 00:00,Siolim,128382,31456,36672,7175,7633,1030,1152,8252,35012,34916,2024,February
05-02-2024 00:00,Baga,142501,28424,33093,12303,17685,1434,4614,9763,35185,35127,2024,February
05-02-2024 00:00,KTC,111464,29170,31557,15573,8917,4140,1956,5897,14254,13667,2024,February
05-02-2024 00:00,Khorlim,161133,25390,33955,10620,18422,1922,1583,7026,62215,62978,2024,February
05-02-2024 00:00,Margao,163371,28802,35880,7512,10765,2309,2265,9319,66519,67427,2024,February
05-02-2024 00:00,Panaji,165722,31398,39988,5872,16639,3854,4873,5612,57486,57639,2024,February
05-02-2024 00:00,Porvorim,154410,33641,35563,10274,16851,1088,1609,6812,48572,49340,2024,February
05-02-2024 00:00,Siolim,118686,34735,32995,15979,6489,4195,1638,9043,13612,13615,2024,February
06-02-2024 00:00,Baga,131902,32303,39532,17708,17434,3491,3758,9975,7701,6710,2024,February
06-02-2024 00:00,KTC,195830,31761,37335,14294,18767,1081,2596,5061,84935,85629,2024,February
06-02-2024 00:00,Khorlim,124473,31791,39704,7810,7864,4042,1532,9673,22057,22878,2024,February
06-02-2024 00:00,Margao,194935,31232,34426,11606,9554,4869,3120,9897,90231,90535,2024,February
06-02-2024 00:00,Panaji,137641,34912,36144,15847,10272,2958,1123,8055,28330,28454,2024,February
06-02-2024 00:00,Porvorim,165935,27248,39108,14428,9386,4400,1959,8442,60964,61396,2024,February
06-02-2024 00:00,Siolim,141297,32957,36616,11040,13817,2005,3875,9168,31819,30982,2024,February
07-02-2024 00:00,Baga,178782,33390,35872,8693,14846,2882,4810,8888,69401,69919,2024,February
