Year,Month,Date,Category,Sub-Category,Super-Sub-Category,Location,Amount
2022,September,01-09-2022,Operating Cost,Admin expenses,,Margao,670224.4
2022,September,01-09-2022,Operating Cost,Repairs and maintenance,,Margao,53801.8
2022,September,01-09-2022,Operating Cost,Advertisement,,Margao,55220.56
2022,October,01-10-2022,Revenue,Sales,AC,Baga,1187551.14
2022,October,01-10-2022,Revenue,Sales,Non AC,Baga,2671990.07
2022,October,01-10-2022,Revenue,Sales,Swiggy,Baga,890663.36
2022,October,01-10-2022,Revenue,Sales,Zomato,Baga,890663.36
2022,October,01-10-2022,Revenue,Sales,Takeaway,Baga,296887.79
2022,October,01-10-2022,Food Cost,Bakery,,Baga,97968.83
2022,October,01-10-2022,Food Cost,Beverages,,Baga,122617.22
2022,October,01-10-2022,Food Cost,Fruits,,Baga,191639.82
2022,October,01-10-2022,Food Cost,Groceries,,Baga,596695.39
2022,October,01-10-2022,Food Cost,Milk products,,Baga,238823.87
2022,October,01-10-2022,Food Cost,Spices,,Baga,197347.86
2022,October,01-10-2022,Food Cost,Vegetables,,Baga,325902.22
2022,October,01-10-2022,Food Cost,Ready to eat,,Baga,141627.57
2022,October,01-10-2022,Operating Cost,Salaries,,Baga,615542.83
2022,October,01-10-2022,Operating Cost,Rent,,Baga,290463.46
2022,October,01-10-2022,Operating Cost,Water,,Baga,59377.56
2022,October,01-10-2022,Operating Cost,Electricity,,Baga,118755.11
2022,October,01-10-2022,Operating Cost,Staff room rent,,Baga,42341.58
2022,October,01-10-2022,Operating Cost,Staff electricity,,Baga,20493.49
2022,October,01-10-2022,Operating Cost,Commission,,Baga,494451.62
2022,October,01-10-2022,Operating Cost,Admin expenses,,Baga,854112.23
2022,October,01-10-2022,Operating Cost,Repairs and maintenance,,Baga,55739.88
2022,October,01-10-2022,Operating Cost,Advertisement,,Baga,59377.56
2022,October,01-10-2022,Revenue,Sales,AC,KTC,832952.42
2022,October,01-10-2022,Revenue,Sales,Non AC,KTC,1874142.94
2022,October,01-10-2022,Revenue,Sales,Swiggy,KTC,624714.31
2022,October,01-10-2022,Revenue,Sales,Zomato,KTC,624714.31
2022,October,01-10-2022,Revenue,Sales,Takeaway,KTC,208238.1
2022,October,01-10-2022,Food Cost,Bakery,,KTC,68139.67
2022,October,01-10-2022,Food Cost,Beverages,,KTC,96924.66
2022,October,01-10-2022,Food Cost,Fruits,,KTC,128357.05
2022,October,01-10-2022,Food Cost,Groceries,,KTC,495678.62
2022,October,01-10-2022,Food Cost,Milk products,,KTC,172881.69
2022,October,01-10-2022,Food Cost,Spices,,KTC,142948.58
2022,October,01-10-2022,Food Cost,Vegetables,,KTC,247537.46
2022,October,01-10-2022,Food Cost,Ready to eat,,KTC,92035.56
2022,October,01-10-2022,Operating Cost,Salaries,,KTC,428014.76
2022,October,01-10-2022,Operating Cost,Rent,,KTC,199708.21
2022,October,01-10-2022,Operating Cost,Water,,KTC,41647.62
2022,October,01-10-2022,Operating Cost,Electricity,,KTC,83295.24
2022,October,01-10-2022,Operating Cost,Staff room rent,,KTC,29347.7
2022,October,01-10-2022,Operating Cost,Staff electricity,,KTC,16218
2022,October,01-10-2022,Operating Cost,Commission,,KTC,352335.09
2022,October,01-10-2022,Operating Cost,Admin expenses,,KTC,526397.36
2022,October,01-10-2022,Operating Cost,Repairs and maintenance,,KTC,33577.43
2022,October,01-10-2022,Operating Cost,Advertisement,,KTC,41647.62
2022,October,01-10-2022,Revenue,Sales,AC,Khorlim,947410.54
2022,October,01-10-2022,Revenue,Sales,Non AC,Khorlim,2131673.71
2022,October,01-10-2022,Revenue,Sales,Swiggy,Khorlim,710557.9
2022,October,01-10-2022,Revenue,Sales,Zomato,Khorlim,710557.9
2022,October,01-10-2022,Revenue,Sales,Takeaway,Khorlim,236852.63
2022,October,01-10-2022,Food Cost,Bakery,,Khorlim,79244.81
2022,October,01-10-2022,Food Cost,Beverages,,Khorlim,105949.16
2022,October,01-10-2022,Food Cost,Fruits,,Khorlim,155870.73
2022,October,01-10-2022,Food Cost,Groceries,,Khorlim,491282.15
2022,October,01-10-2022,Food Cost,Milk products,,Khorlim,230629.24
2022,October,01-10-2022,Food Cost,Spices,,Khorlim,178899.38
2022,October,01-10-2022,Food Cost,Vegetables,,Khorlim,273371.61
2022,October,01-10-2022,Food Cost,Ready to eat,,Khorlim,114749.97
2022,October,01-10-2022,Operating Cost,Salaries,,Khorlim,498434.96
2022,October,01-10-2022,Operating Cost,Rent,,Khorlim,248810.88
2022,October,01-10-2022,Operating Cost,Water,,Khorlim,47370.53
2022,October,01-10-2022,Operating Cost,Electricity,,Khorlim,94741.05
2022,October,01-10-2022,Operating Cost,Staff room rent,,Khorlim,45495.79
2022,October,01-10-2022,Operating Cost,Staff electricity,,Khorlim,17132.26
2022,October,01-10-2022,Operating Cost,Commission,,Khorlim,454429
2022,October,01-10-2022,Operating Cost,Admin expenses,,Khorlim,636876.22
2022,October,01-10-2022,Operating Cost,Repairs and maintenance,,Khorlim,39007.81
2022,October,01-10-2022,Operating Cost,Advertisement,,Khorlim,47370.53
2022,October,01-10-2022,Revenue,Sales,AC,Panaji,1074226.11
2022,October,01-10-2022,Revenue,Sales,Non AC,Panaji,2417008.76
2022,October,01-10-2022,Revenue,Sales,Swiggy,Panaji,805669.59
2022,October,01-10-2022,Revenue,Sales,Zomato,Panaji,805669.59
2022,October,01-10-2022,Revenue,Sales,Takeaway,Panaji,268556.53
2022,October,01-10-2022,Food Cost,Bakery,,Panaji,85189.42
2022,October,01-10-2022,Food Cost,Beverages,,Panaji,112807.83
2022,October,01-10-2022,Food Cost,Fruits,,Panaji,169055.17
2022,October,01-10-2022,Food Cost,Groceries,,Panaji,544010.55
2022,October,01-10-2022,Food Cost,Milk products,,Panaji,246103.67
2022,October,01-10-2022,Food Cost,Spices,,Panaji,175581.9
2022,October,01-10-2022,Food Cost,Vegetables,,Panaji,311394.47
2022,October,01-10-2022,Food Cost,Ready to eat,,Panaji,115757.58
2022,October,01-10-2022,Operating Cost,Salaries,,Panaji,532302.69
2022,October,01-10-2022,Operating Cost,Rent,,Panaji,216093.53
2022,October,01-10-2022,Operating Cost,Water,,Panaji,53711.31
2022,October,01-10-2022,Operating Cost,Electricity,,Panaji,107422.61
2022,October,01-10-2022,Operating Cost,Staff room rent,,Panaji,39744.72
2022,October,01-10-2022,Operating Cost,Staff electricity,,Panaji,19336.18
2022,October,01-10-2022,Operating Cost,Commission,,Panaji,461021.6
2022,October,01-10-2022,Operating Cost,Admin expenses,,Panaji,756520.82
2022,October,01-10-2022,Operating Cost,Repairs and maintenance,,Panaji,52208.7
2022,October,01-10-2022,Operating Cost,Advertisement,,Panaji,53711.31
2022,October,01-10-2022,Revenue,Sales,AC,Porvorim,815847.53
2022,October,01-10-2022,Revenue,Sales,Non AC,Porvorim,1835656.94
2022,October,01-10-2022,Revenue,Sales,Swiggy,Porvorim,611885.65
2022,October,01-10-2022,Revenue,Sales,Zomato,Porvorim,611885.65
2022,October,01-10-2022,Revenue,Sales,Takeaway,Porvorim,203961.88
2022,October,01-10-2022,Food Cost,Bakery,,Porvorim,65108.77
2022,October,01-10-2022,Food Cost,Beverages,,Porvorim,83724.93
2022,October,01-10-2022,Food Cost,Fruits,,Porvorim,125339.21
2022,October,01-10-2022,Food Cost,Groceries,,Porvorim,488420.39
2022,October,01-10-2022,Food Cost,Milk products,,Porvorim,168982.24
2022,October,01-10-2022,Food Cost,Spices,,Porvorim,142727.96
2022,October,01-10-2022,Food Cost,Vegetables,,Porvorim,229177.92
2022,October,01-10-2022,Food Cost,Ready to eat,,Porvorim,95912.36
2022,October,01-10-2022,Operating Cost,Salaries,,Porvorim,412790.19
2022,October,01-10-2022,Operating Cost,Rent,,Porvorim,163966.66
2022,October,01-10-2022,Operating Cost,Water,,Porvorim,40792.38
2022,October,01-10-2022,Operating Cost,Electricity,,Porvorim,81584.75
2022,October,01-10-2022,Operating Cost,Staff room rent,,Porvorim,22188.33
2022,October,01-10-2022,Operating Cost,Staff electricity,,Porvorim,13668
2022,October,01-10-2022,Operating Cost,Commission,,Porvorim,329047.88
2022,October,01-10-2022,Operating Cost,Admin expenses,,Porvorim,499124.73
2022,October,01-10-2022,Operating Cost,Repairs and maintenance,,Porvorim,35872.19
2022,October,01-10-2022,Operating Cost,Advertisement,,Porvorim,40792.38
2022,October,01-10-2022,Revenue,Sales,AC,Siolim,1027016.34
2022,October,01-10-2022,Revenue,Sales,Non AC,Siolim,2310786.76
2022,October,01-10-2022,Revenue,Sales,Swiggy,Siolim,770262.25
2022,October,01-10-2022,Revenue,Sales,Zomato,Siolim,770262.25
2022,October,01-10-2022,Revenue,Sales,Takeaway,Siolim,256754.08
2022,October,01-10-2022,Food Cost,Bakery,,Siolim,84107.14
2022,October,01-10-2022,Food Cost,Beverages,,Siolim,123257.02
2022,October,01-10-2022,Food Cost,Fruits,,Siolim,157135.81
2022,October,01-10-2022,Food Cost,Groceries,,Siolim,530708.9
2022,October,01-10-2022,Food Cost,Milk products,,Siolim,210772.91
2022,October,01-10-2022,Food Cost,Spices,,Siolim,186733.66
2022,October,01-10-2022,Food Cost,Vegetables,,Siolim,293032.19
2022,October,01-10-2022,Food Cost,Ready to eat,,Siolim,103512.62
2022,October,01-10-2022,Operating Cost,Salaries,,Siolim,558307.88
2022,October,01-10-2022,Operating Cost,Rent,,Siolim,210740.8
2022,October,01-10-2022,Operating Cost,Water,,Siolim,51350.82
2022,October,01-10-2022,Operating Cost,Electricity,,Siolim,102701.63
2022,October,01-10-2022,Operating Cost,Staff room rent,,Siolim,48037.9
2022,October,01-10-2022,Operating Cost,Staff electricity,,Siolim,19072.14
2022,October,01-10-2022,Operating Cost,Commission,,Siolim,493145.32
2022,October,01-10-2022,Operating Cost,Admin expenses,,Siolim,668502.94
2022,October,01-10-2022,Operating Cost,Repairs and maintenance,,Siolim,49449.04
2022,October,01-10-2022,Operating Cost,Advertisement,,Siolim,51350.82
2022,October,01-10-2022,Revenue,Sales,AC,Margao,1157926.66
2022,October,01-10-2022,Revenue,Sales,Non AC,Margao,2605334.99
2022,October,01-10-2022,Revenue,Sales,Swiggy,Margao,868445
2022,October,01-10-2022,Revenue,Sales,Zomato,Margao,868445
2022,October,01-10-2022,Revenue,Sales,Takeaway,Margao,289481.67
2022,October,01-10-2022,Food Cost,Bakery,,Margao,93185.22
2022,October,01-10-2022,Food Cost,Beverages,,Margao,139451.94
2022,October,01-10-2022,Food Cost,Fruits,,Margao,181545.27
2022,October,01-10-2022,Food Cost,Groceries,,Margao,653484.91
2022,October,01-10-2022,Food Cost,Milk products,,Margao,262062.12
2022,October,01-10-2022,Food Cost,Spices,,Margao,216045.35
2022,October,01-10-2022,Food Cost,Vegetables,,Margao,294207.74
2022,October,01-10-2022,Food Cost,Ready to eat,,Margao,117539.75
2022,October,01-10-2022,Operating Cost,Salaries,,Margao,549679.74
2022,October,01-10-2022,Operating Cost,Rent,,Margao,250059.44
2022,October,01-10-2022,Operating Cost,Water,,Margao,57896.33
2022,October,01-10-2022,Operating Cost,Electricity,,Margao,115792.67
2022,October,01-10-2022,Operating Cost,Staff room rent,,Margao,57197.68
2022,October,01-10-2022,Operating Cost,Staff electricity,,Margao,19319.4
2022,October,01-10-2022,Operating Cost,Commission,,Margao,484258.58
2022,October,01-10-2022,Operating Cost,Admin expenses,,Margao,831917.94
2022,October,01-10-2022,Operating Cost,Repairs and maintenance,,Margao,53944.42
2022,October,01-10-2022,Operating Cost,Advertisement,,Margao,57896.33
2022,November,01-11-2022,Revenue,Sales,AC,Baga,1022145.42
2022,November,01-11-2022,Revenue,Sales,Non AC,Baga,2299827.2
2022,November,01-11-2022,Revenue,Sales,Swiggy,Baga,766609.07
2022,November,01-11-2022,Revenue,Sales,Zomato,Baga,766609.07
2022,November,01-11-2022,Revenue,Sales,Takeaway,Baga,255536.36
2022,November,01-11-2022,Food Cost,Bakery,,Baga,84012.19
2022,November,01-11-2022,Food Cost,Beverages,,Baga,108052.39
2022,November,01-11-2022,Food Cost,Fruits,,Baga,168597.79
2022,November,01-11-2022,Food Cost,Groceries,,Baga,610710.75
2022,November,01-11-2022,Food Cost,Milk products,,Baga,237665.46
2022,November,01-11-2022,Food Cost,Spices,,Baga,163519.88
2022,November,01-11-2022,Food Cost,Vegetables,,Baga,290300.96
2022,November,01-11-2022,Food Cost,Ready to eat,,Baga,104059.47
2022,November,01-11-2022,Operating Cost,Salaries,,Baga,463098.57
2022,November,01-11-2022,Operating Cost,Rent,,Baga,230768.02
2022,November,01-11-2022,Operating Cost,Water,,Baga,51107.27
2022,November,01-11-2022,Operating Cost,Electricity,,Baga,102214.54
2022,November,01-11-2022,Operating Cost,Staff room rent,,Baga,44135.45
2022,November,01-11-2022,Operating Cost,Staff electricity,,Baga,19127.95
2022,November,01-11-2022,Operating Cost,Commission,,Baga,452349.77
2022,November,01-11-2022,Operating Cost,Admin expenses,,Baga,666326.63
2022,November,01-11-2022,Operating Cost,Repairs and maintenance,,Baga,44678.37
2022,November,01-11-2022,Operating Cost,Advertisement,,Baga,51107.27
2022,November,01-11-2022,Revenue,Sales,AC,KTC,816043.68
2022,November,01-11-2022,Revenue,Sales,Non AC,KTC,1836098.27
2022,November,01-11-2022,Revenue,Sales,Swiggy,KTC,612032.76
2022,November,01-11-2022,Revenue,Sales,Zomato,KTC,612032.76
2022,November,01-11-2022,Revenue,Sales,Takeaway,KTC,204010.92
2022,November,01-11-2022,Food Cost,Bakery,,KTC,68278.63
2022,November,01-11-2022,Food Cost,Beverages,,KTC,93409.98
2022,November,01-11-2022,Food Cost,Fruits,,KTC,127775.49
2022,November,01-11-2022,Food Cost,Groceries,,KTC,467206.03
2022,November,01-11-2022,Food Cost,Milk products,,KTC,183065.89
2022,November,01-11-2022,Food Cost,Spices,,KTC,158044.13
2022,November,01-11-2022,Food Cost,Vegetables,,KTC,240761.52
2022,November,01-11-2022,Food Cost,Ready to eat,,KTC,90207.94
2022,November,01-11-2022,Operating Cost,Salaries,,KTC,389810.01
2022,November,01-11-2022,Operating Cost,Rent,,KTC,211547.11
2022,November,01-11-2022,Operating Cost,Water,,KTC,40802.18
2022,November,01-11-2022,Operating Cost,Electricity,,KTC,81604.37
2022,November,01-11-2022,Operating Cost,Staff room rent,,KTC,33110.29
2022,November,01-11-2022,Operating Cost,Staff electricity,,KTC,14817.56
2022,November,01-11-2022,Operating Cost,Commission,,KTC,386242.7
2022,November,01-11-2022,Operating Cost,Admin expenses,,KTC,505730.95
2022,November,01-11-2022,Operating Cost,Repairs and maintenance,,KTC,38483.19
2022,November,01-11-2022,Operating Cost,Advertisement,,KTC,40802.18
2022,November,01-11-2022,Revenue,Sales,AC,Khorlim,871873.24
2022,November,01-11-2022,Revenue,Sales,Non AC,Khorlim,1961714.8
2022,November,01-11-2022,Revenue,Sales,Swiggy,Khorlim,653904.93
2022,November,01-11-2022,Revenue,Sales,Zomato,Khorlim,653904.93
2022,November,01-11-2022,Revenue,Sales,Takeaway,Khorlim,217968.31
2022,November,01-11-2022,Food Cost,Bakery,,Khorlim,67461.57
2022,November,01-11-2022,Food Cost,Beverages,,Khorlim,108360.66
2022,November,01-11-2022,Food Cost,Fruits,,Khorlim,133147.82
2022,November,01-11-2022,Food Cost,Groceries,,Khorlim,510428.17
2022,November,01-11-2022,Food Cost,Milk products,,Khorlim,195834.84
2022,November,01-11-2022,Food Cost,Spices,,Khorlim,141558.69
2022,November,01-11-2022,Food Cost,Vegetables,,Khorlim,255927.49
2022,November,01-11-2022,Food Cost,Ready to eat,,Khorlim,96893.57
2022,November,01-11-2022,Operating Cost,Salaries,,Khorlim,437228.51
2022,November,01-11-2022,Operating Cost,Rent,,Khorlim,205695.25
2022,November,01-11-2022,Operating Cost,Water,,Khorlim,43593.66
2022,November,01-11-2022,Operating Cost,Electricity,,Khorlim,87187.32
2022,November,01-11-2022,Operating Cost,Staff room rent,,Khorlim,30321.17
2022,November,01-11-2022,Operating Cost,Staff electricity,,Khorlim,17304.12
2022,November,01-11-2022,Operating Cost,Commission,,Khorlim,371255.26
2022,November,01-11-2022,Operating Cost,Admin expenses,,Khorlim,609012.62
2022,November,01-11-2022,Operating Cost,Repairs and maintenance,,Khorlim,37710.17
2022,November,01-11-2022,Operating Cost,Advertisement,,Khorlim,43593.66
2022,November,01-11-2022,Revenue,Sales,AC,Panaji,852349.46
2022,November,01-11-2022,Revenue,Sales,Non AC,Panaji,1917786.29
2022,November,01-11-2022,Revenue,Sales,Swiggy,Panaji,639262.1
2022,November,01-11-2022,Revenue,Sales,Zomato,Panaji,639262.1
2022,November,01-11-2022,Revenue,Sales,Takeaway,Panaji,213087.37
2022,November,01-11-2022,Food Cost,Bakery,,Panaji,72192.47
2022,November,01-11-2022,Food Cost,Beverages,,Panaji,94904.63
2022,November,01-11-2022,Food Cost,Fruits,,Panaji,130870.38
2022,November,01-11-2022,Food Cost,Groceries,,Panaji,432439.22
2022,November,01-11-2022,Food Cost,Milk products,,Panaji,177704.55
2022,November,01-11-2022,Food Cost,Spices,,Panaji,150003.87
2022,November,01-11-2022,Food Cost,Vegetables,,Panaji,227449.59
2022,November,01-11-2022,Food Cost,Ready to eat,,Panaji,102897.4
2022,November,01-11-2022,Operating Cost,Salaries,,Panaji,420283.93
2022,November,01-11-2022,Operating Cost,Rent,,Panaji,191669.04
2022,November,01-11-2022,Operating Cost,Water,,Panaji,42617.47
2022,November,01-11-2022,Operating Cost,Electricity,,Panaji,85234.95
2022,November,01-11-2022,Operating Cost,Staff room rent,,Panaji,24868.19
2022,November,01-11-2022,Operating Cost,Staff electricity,,Panaji,13499.59
2022,November,01-11-2022,Operating Cost,Commission,,Panaji,344065.47
2022,November,01-11-2022,Operating Cost,Admin expenses,,Panaji,605560.46
2022,November,01-11-2022,Operating Cost,Repairs and maintenance,,Panaji,39751.91
2022,November,01-11-2022,Operating Cost,Advertisement,,Panaji,42617.47
2022,November,01-11-2022,Revenue,Sales,AC,Porvorim,1137668.18
2022,November,01-11-2022,Revenue,Sales,Non AC,Porvorim,2559753.4
2022,November,01-11-2022,Revenue,Sales,Swiggy,Porvorim,853251.13
2022,November,01-11-2022,Revenue,Sales,Zomato,Porvorim,853251.13
2022,November,01-11-2022,Revenue,Sales,Takeaway,Porvorim,284417.04
2022,November,01-11-2022,Food Cost,Bakery,,Porvorim,94490.97
2022,November,01-11-2022,Food Cost,Beverages,,Porvorim,130415.29
2022,November,01-11-2022,Food Cost,Fruits,,Porvorim,185467.3
2022,November,01-11-2022,Food Cost,Groceries,,Porvorim,592251.99
2022,November,01-11-2022,Food Cost,Milk products,,Porvorim,233900.01
2022,November,01-11-2022,Food Cost,Spices,,Porvorim,185994.5
2022,November,01-11-2022,Food Cost,Vegetables,,Porvorim,287664.34
2022,November,01-11-2022,Food Cost,Ready to eat,,Porvorim,128874.18
2022,November,01-11-2022,Operating Cost,Salaries,,Porvorim,618505.33
2022,November,01-11-2022,Operating Cost,Rent,,Porvorim,232009.63
2022,November,01-11-2022,Operating Cost,Water,,Porvorim,56883.41
2022,November,01-11-2022,Operating Cost,Electricity,,Porvorim,113766.82
2022,November,01-11-2022,Operating Cost,Staff room rent,,Porvorim,55002.7
2022,November,01-11-2022,Operating Cost,Staff electricity,,Porvorim,18863.43
2022,November,01-11-2022,Operating Cost,Commission,,Porvorim,512773.76
2022,November,01-11-2022,Operating Cost,Admin expenses,,Porvorim,689695.33
2022,November,01-11-2022,Operating Cost,Repairs and maintenance,,Porvorim,47194.38
2022,November,01-11-2022,Operating Cost,Advertisement,,Porvorim,56883.41
2022,November,01-11-2022,Revenue,Sales,AC,Siolim,1186047.48
2022,November,01-11-2022,Revenue,Sales,Non AC,Siolim,2668606.83
2022,November,01-11-2022,Revenue,Sales,Swiggy,Siolim,889535.61
2022,November,01-11-2022,Revenue,Sales,Zomato,Siolim,889535.61
2022,November,01-11-2022,Revenue,Sales,Takeaway,Siolim,296511.87
2022,November,01-11-2022,Food Cost,Bakery,,Siolim,89012.15
2022,November,01-11-2022,Food Cost,Beverages,,Siolim,146827.1
2022,November,01-11-2022,Food Cost,Fruits,,Siolim,189277.52
2022,November,01-11-2022,Food Cost,Groceries,,Siolim,695962.97
2022,November,01-11-2022,Food Cost,Milk products,,Siolim,264176.65
2022,November,01-11-2022,Food Cost,Spices,,Siolim,208483.19
2022,November,01-11-2022,Food Cost,Vegetables,,Siolim,325501.63
2022,November,01-11-2022,Food Cost,Ready to eat,,Siolim,138378.06
2022,November,01-11-2022,Operating Cost,Salaries,,Siolim,550284.67
2022,November,01-11-2022,Operating Cost,Rent,,Siolim,240764.51
2022,November,01-11-2022,Operating Cost,Water,,Siolim,59302.37
2022,November,01-11-2022,Operating Cost,Electricity,,Siolim,118604.75
2022,November,01-11-2022,Operating Cost,Staff room rent,,Siolim,35636.38
2022,November,01-11-2022,Operating Cost,Staff electricity,,Siolim,21784.33
2022,November,01-11-2022,Operating Cost,Commission,,Siolim,589455.17
2022,November,01-11-2022,Operating Cost,Admin expenses,,Siolim,728334.09
2022,November,01-11-2022,Operating Cost,Repairs and maintenance,,Siolim,55419.28
2022,November,01-11-2022,Operating Cost,Advertisement,,Siolim,59302.37
2022,November,01-11-2022,Revenue,Sales,AC,Margao,1147256.9
2022,November,01-11-2022,Revenue,Sales,Non AC,Margao,2581328.03
2022,November,01-11-2022,Revenue,Sales,Swiggy,Margao,860442.68
2022,November,01-11-2022,Revenue,Sales,Zomato,Margao,860442.68
2022,November,01-11-2022,Revenue,Sales,Takeaway,Margao,286814.23
2022,November,01-11-2022,Food Cost,Bakery,,Margao,88076.63
2022,November,01-11-2022,Food Cost,Beverages,,Margao,134591.19
2022,November,01-11-2022,Food Cost,Fruits,,Margao,186511.54
2022,November,01-11-2022,Food Cost,Groceries,,Margao,681999.97
2022,November,01-11-2022,Food Cost,Milk products,,Margao,268644.43
2022,November,01-11-2022,Food Cost,Spices,,Margao,200607.89
2022,November,01-11-2022,Food Cost,Vegetables,,Margao,322255.7
2022,November,01-11-2022,Food Cost,Ready to eat,,Margao,139647.12
2022,November,01-11-2022,Operating Cost,Salaries,,Margao,581729.2
2022,November,01-11-2022,Operating Cost,Rent,,Margao,232937.56
2022,November,01-11-2022,Operating Cost,Water,,Margao,57362.85
2022,November,01-11-2022,Operating Cost,Electricity,,Margao,114725.69
2022,November,01-11-2022,Operating Cost,Staff room rent,,Margao,48084.79
2022,November,01-11-2022,Operating Cost,Staff electricity,,Margao,18446.03
2022,November,01-11-2022,Operating Cost,Commission,,Margao,534493.85
2022,November,01-11-2022,Operating Cost,Admin expenses,,Margao,756133.69
2022,November,01-11-2022,Operating Cost,Repairs and maintenance,,Margao,53361.59
2022,November,01-11-2022,Operating Cost,Advertisement,,Margao,57362.85
2022,December,01-12-2022,Revenue,Sales,AC,Baga,1063138.12
2022,December,01-12-2022,Revenue,Sales,Non AC,Baga,2392060.77
2022,December,01-12-2022,Revenue,Sales,Swiggy,Baga,797353.59
2022,December,01-12-2022,Revenue,Sales,Zomato,Baga,797353.59
2022,December,01-12-2022,Revenue,Sales,Takeaway,Baga,265784.53
2022,December,01-12-2022,Food Cost,Bakery,,Baga,90360.51
2022,December,01-12-2022,Food Cost,Beverages,,Baga,107595.21
2022,December,01-12-2022,Food Cost,Fruits,,Baga,175053.79
2022,December,01-12-2022,Food Cost,Groceries,,Baga,574829
2022,December,01-12-2022,Food Cost,Milk products,,Baga,258914.18
2022,December,01-12-2022,Food Cost,Spices,,Baga,201059.91
2022,December,01-12-2022,Food Cost,Vegetables,,Baga,295925.36
2022,December,01-12-2022,Food Cost,Ready to eat,,Baga,125940.65
2022,December,01-12-2022,Operating Cost,Salaries,,Baga,571810.49
2022,December,01-12-2022,Operating Cost,Rent,,Baga,255593.32
2022,December,01-12-2022,Operating Cost,Water,,Baga,53156.91
2022,December,01-12-2022,Operating Cost,Electricity,,Baga,106313.81
2022,December,01-12-2022,Operating Cost,Staff room rent,,Baga,48049.75
2022,December,01-12-2022,Operating Cost,Staff electricity,,Baga,19999.14
2022,December,01-12-2022,Operating Cost,Commission,,Baga,510073.86
2022,December,01-12-2022,Operating Cost,Admin expenses,,Baga,707345.66
2022,December,01-12-2022,Operating Cost,Repairs and maintenance,,Baga,51220.23
2022,December,01-12-2022,Operating Cost,Advertisement,,Baga,53156.91
2022,December,01-12-2022,Revenue,Sales,AC,KTC,1017795.64
2022,December,01-12-2022,Revenue,Sales,Non AC,KTC,2290040.19
2022,December,01-12-2022,Revenue,Sales,Swiggy,KTC,763346.73
2022,December,01-12-2022,Revenue,Sales,Zomato,KTC,763346.73
2022,December,01-12-2022,Revenue,Sales,Takeaway,KTC,254448.91
2022,December,01-12-2022,Food Cost,Bakery,,KTC,76393.28
2022,December,01-12-2022,Food Cost,Beverages,,KTC,110038.61
2022,December,01-12-2022,Food Cost,Fruits,,KTC,158264.09
2022,December,01-12-2022,Food Cost,Groceries,,KTC,549220.1
2022,December,01-12-2022,Food Cost,Milk products,,KTC,238951.3
2022,December,01-12-2022,Food Cost,Spices,,KTC,172442.98
2022,December,01-12-2022,Food Cost,Vegetables,,KTC,277282.83
2022,December,01-12-2022,Food Cost,Ready to eat,,KTC,107823.85
2022,December,01-12-2022,Operating Cost,Salaries,,KTC,495997.44
2022,December,01-12-2022,Operating Cost,Rent,,KTC,226690.53
2022,December,01-12-2022,Operating Cost,Water,,KTC,50889.78
2022,December,01-12-2022,Operating Cost,Electricity,,KTC,101779.56
2022,December,01-12-2022,Operating Cost,Staff room rent,,KTC,42447.49
2022,December,01-12-2022,Operating Cost,Staff electricity,,KTC,18419.51
2022,December,01-12-2022,Operating Cost,Commission,,KTC,454292.48
2022,December,01-12-2022,Operating Cost,Admin expenses,,KTC,668659.03
2022,December,01-12-2022,Operating Cost,Repairs and maintenance,,KTC,49498.8
2022,December,01-12-2022,Operating Cost,Advertisement,,KTC,50889.78
2022,December,01-12-2022,Revenue,Sales,AC,Khorlim,991672.75
2022,December,01-12-2022,Revenue,Sales,Non AC,Khorlim,2231263.69
2022,December,01-12-2022,Revenue,Sales,Swiggy,Khorlim,743754.56
2022,December,01-12-2022,Revenue,Sales,Zomato,Khorlim,743754.56
2022,December,01-12-2022,Revenue,Sales,Takeaway,Khorlim,247918.19
2022,December,01-12-2022,Food Cost,Bakery,,Khorlim,74629.74
2022,December,01-12-2022,Food Cost,Beverages,,Khorlim,107627.43
2022,December,01-12-2022,Food Cost,Fruits,,Khorlim,154406.36
2022,December,01-12-2022,Food Cost,Groceries,,Khorlim,535386.54
2022,December,01-12-2022,Food Cost,Milk products,,Khorlim,227101.61
2022,December,01-12-2022,Food Cost,Spices,,Khorlim,175208.87
2022,December,01-12-2022,Food Cost,Vegetables,,Khorlim,278060.33
2022,December,01-12-2022,Food Cost,Ready to eat,,Khorlim,118130.12
2022,December,01-12-2022,Operating Cost,Salaries,,Khorlim,526874.32
2022,December,01-12-2022,Operating Cost,Rent,,Khorlim,269548.86
2022,December,01-12-2022,Operating Cost,Water,,Khorlim,49583.64
2022,December,01-12-2022,Operating Cost,Electricity,,Khorlim,99167.28
2022,December,01-12-2022,Operating Cost,Staff room rent,,Khorlim,29645.51
2022,December,01-12-2022,Operating Cost,Staff electricity,,Khorlim,14912.59
2022,December,01-12-2022,Operating Cost,Commission,,Khorlim,460877.4
2022,December,01-12-2022,Operating Cost,Admin expenses,,Khorlim,728586.51
2022,December,01-12-2022,Operating Cost,Repairs and maintenance,,Khorlim,42081.46
2022,December,01-12-2022,Operating Cost,Advertisement,,Khorlim,49583.64
2022,December,01-12-2022,Revenue,Sales,AC,Panaji,824106.96
2022,December,01-12-2022,Revenue,Sales,Non AC,Panaji,1854240.65
